Params: a-n= 1100 , fact-n= 9
Params: a-n= 1900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.001 secs (0.001u,0.s)
Tactic call unify-beta-iota-fast ran for 0.001 secs (0.001u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.06 secs (0.06u,0.s) (success)
Params: a-n= 2000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.001 secs (0.001u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.063 secs (0.063u,0.s) (success)
Params: a-n= 2100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.001 secs (0.001u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.067 secs (0.067u,0.s) (success)
Params: a-n= 2200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.07 secs (0.07u,0.s) (success)
Params: a-n= 2300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.073 secs (0.073u,0.s) (success)
Params: a-n= 2400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.077 secs (0.077u,0.s) (success)
Params: a-n= 2500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.079 secs (0.079u,0.s) (success)
Params: a-n= 2600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.082 secs (0.082u,0.s) (success)
Params: a-n= 2700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.086 secs (0.086u,0.s) (success)
Params: a-n= 2800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.002 secs (0.002u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.092 secs (0.092u,0.s) (success)
Params: a-n= 2900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.092 secs (0.092u,0.s) (success)
Params: a-n= 3000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.002 secs (0.002u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.096 secs (0.096u,0.s) (success)
Params: a-n= 3100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.104 secs (0.104u,0.s) (success)
Params: a-n= 3200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.105 secs (0.105u,0.s) (success)
Params: a-n= 3300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.106 secs (0.106u,0.s) (success)
Params: a-n= 3400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.11 secs (0.11u,0.s) (success)
Params: a-n= 3500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.118 secs (0.118u,0.s) (success)
Params: a-n= 3600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.117 secs (0.117u,0.s) (success)
Params: a-n= 3700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.003 secs (0.003u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.123 secs (0.123u,0.s) (success)
Params: a-n= 3800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.128 secs (0.128u,0.s) (success)
Params: a-n= 3900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.132 secs (0.132u,0.s) (success)
Params: a-n= 4000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.137 secs (0.137u,0.s) (success)
Params: a-n= 4100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.138 secs (0.138u,0.s) (success)
Params: a-n= 4200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.14 secs (0.14u,0.s) (success)
Params: a-n= 4300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.145 secs (0.145u,0.s) (success)
Params: a-n= 4400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.145 secs (0.145u,0.s) (success)
Params: a-n= 4500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.149 secs (0.149u,0.s) (success)
Params: a-n= 4600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.155 secs (0.155u,0.s) (success)
Params: a-n= 4700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.158 secs (0.158u,0.s) (success)
Params: a-n= 4800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.162 secs (0.162u,0.s) (success)
Params: a-n= 4900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.167 secs (0.167u,0.s) (success)
Params: a-n= 5000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.167 secs (0.167u,0.s) (success)
Params: a-n= 5100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.173 secs (0.173u,0.s) (success)
Params: a-n= 5200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.176 secs (0.176u,0.s) (success)
Params: a-n= 5300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.18 secs (0.18u,0.s) (success)
Params: a-n= 5400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.184 secs (0.184u,0.s) (success)
Params: a-n= 5500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.187 secs (0.187u,0.s) (success)
Params: a-n= 5600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.192 secs (0.192u,0.s) (success)
Params: a-n= 5700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.194 secs (0.194u,0.s) (success)
Params: a-n= 5800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.198 secs (0.198u,0.s) (success)
Params: a-n= 5900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.204 secs (0.204u,0.s) (success)
Params: a-n= 6000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.207 secs (0.207u,0.s) (success)
Params: a-n= 6100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.209 secs (0.209u,0.s) (success)
Params: a-n= 6200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.217 secs (0.217u,0.s) (success)
Params: a-n= 6300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.216 secs (0.216u,0.s) (success)
Params: a-n= 6400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.223 secs (0.223u,0.s) (success)
Params: a-n= 6500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.225 secs (0.225u,0.s) (success)
Params: a-n= 6600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.229 secs (0.229u,0.s) (success)
Params: a-n= 6700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.231 secs (0.231u,0.s) (success)
Params: a-n= 6800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.238 secs (0.238u,0.s) (success)
Params: a-n= 6900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.242 secs (0.242u,0.s) (success)
Params: a-n= 7000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.242 secs (0.242u,0.s) (success)
Params: a-n= 7100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.25 secs (0.25u,0.s) (success)
Params: a-n= 7200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.25 secs (0.25u,0.s) (success)
Params: a-n= 7300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.257 secs (0.257u,0.s) (success)
Params: a-n= 7400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.003u,0.003s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.26 secs (0.26u,0.s) (success)
Params: a-n= 7500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.268 secs (0.268u,0.s) (success)
Params: a-n= 7600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.274 secs (0.274u,0.s) (success)
Params: a-n= 7700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.27 secs (0.27u,0.s) (success)
Params: a-n= 7800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.272 secs (0.272u,0.s) (success)
Params: a-n= 7900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.271 secs (0.271u,0.s) (success)
Params: a-n= 8000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.275 secs (0.275u,0.s) (success)
Params: a-n= 8100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.275 secs (0.275u,0.s) (success)
Params: a-n= 8200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.281 secs (0.281u,0.s) (success)
Params: a-n= 8300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.285 secs (0.281u,0.004s) (success)
Params: a-n= 8400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.29 secs (0.29u,0.s) (success)
Params: a-n= 8500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.325 secs (0.325u,0.s) (success)
Params: a-n= 8600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.333 secs (0.333u,0.s) (success)
Params: a-n= 8700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.34 secs (0.34u,0.s) (success)
Params: a-n= 8800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.34 secs (0.34u,0.s) (success)
Params: a-n= 8900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.348 secs (0.348u,0.s) (success)
Params: a-n= 9000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.345 secs (0.345u,0.s) (success)
Params: a-n= 9100 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.352 secs (0.352u,0.s) (success)
Params: a-n= 9200 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.357 secs (0.357u,0.s) (success)
Params: a-n= 9300 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.363 secs (0.363u,0.s) (success)
Params: a-n= 9400 , fact-n= 9
Tactic call beta-iota-fast ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.363 secs (0.363u,0.s) (success)
Params: a-n= 9500 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.376 secs (0.376u,0.s) (success)
Params: a-n= 9600 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.372 secs (0.372u,0.s) (success)
Params: a-n= 9700 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.372 secs (0.372u,0.s) (success)
Params: a-n= 9800 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.377 secs (0.377u,0.s) (success)
Params: a-n= 9900 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.379 secs (0.379u,0.s) (success)
Params: a-n= 10000 , fact-n= 9
Tactic call beta-iota-fast ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-fast ran for 0.011 secs (0.011u,0.s) (success)
Tactic call abstract-unify-beta-iota-fast ran for 0.387 secs (0.387u,0.s) (success)
