param-n abstract-intros-real abstract-intros-sys abstract-intros-user close-abstract-real close-abstract-sys close-abstract-user intros-real intros-sys intros-user
48 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
49 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
50 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
51 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
52 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
53 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
54 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
55 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
56 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
57 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
58 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
59 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
60 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
61 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
62 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
63 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
64 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
65 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
66 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
67 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
68 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
69 0.004 0. 0.004 0.001 0. 0.001 0.002 0. 0.002
70 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
71 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
72 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
73 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
74 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
75 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
76 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
77 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
78 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
79 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
80 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
81 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
82 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
83 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
84 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
85 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
86 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
87 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
88 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
89 0.006 0. 0.006 0.001 0. 0.001 0.001 0. 0.001
90 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
91 0.004 0. 0.004 0.001 0. 0.001 0.001 0. 0.001
92 0.004 0. 0.004 0.001 0. 0.001 0.001 0. 0.001
93 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
94 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
95 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
96 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
97 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
98 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
99 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002
100 0.006 0. 0.006 0.003 0. 0.002 0.003 0. 0.003
150 0.075 0.011 0.064 0.068 0.007 0.061 0.006 0.003 0.002
200 0.017 0. 0.017 0.009 0. 0.009 0.007 0. 0.007
250 0.029 0. 0.029 0.016 0. 0.016 0.011 0. 0.011
300 0.046 0. 0.046 0.027 0. 0.027 0.017 0. 0.017
350 0.069 0. 0.069 0.04 0. 0.04 0.026 0. 0.026
400 0.107 0. 0.107 0.071 0. 0.071 0.032 0. 0.032
450 0.13 0.003 0.126 0.084 0.003 0.08 0.041 0. 0.041
500 0.18 0. 0.18 0.114 0. 0.114 0.06 0. 0.06
550 0.251 0.003 0.247 0.155 0.003 0.152 0.089 0. 0.089
600 0.328 0.004 0.324 0.234 0. 0.234 0.075 0.003 0.071
650 0.361 0.003 0.357 0.251 0.003 0.247 0.101 0. 0.101
700 0.467 0.007 0.459 0.323 0.007 0.315 0.135 0. 0.135
750 0.526 0.003 0.522 0.4 0.003 0.396 0.115 0. 0.115
800 0.629 0. 0.629 0.475 0. 0.475 0.141 0. 0.141
850 0.8 0.007 0.793 0.608 0. 0.608 0.177 0.007 0.17
900 0.907 0.003 0.903 0.673 0. 0.673 0.217 0.003 0.213
950 1.072 0.003 1.068 0.817 0. 0.817 0.236 0.003 0.232
1000 1.172 0.007 1.164 0.927 0.003 0.923 0.225 0.004 0.221
1050 1.369 0.011 1.357 1.098 0.008 1.09 0.25 0.003 0.246
1100 1.585 0.011 1.573 1.285 0.004 1.281 0.276 0.007 0.268
1150 1.842 0. 1.842 1.495 0. 1.495 0.32 0. 0.32
1200 2.093 0. 2.093 1.661 0. 1.661 0.346 0. 0.346
1250 2.347 0. 2.347 1.939 0. 1.939 0.362 0. 0.362
1300 2.723 0. 2.723 2.29 0. 2.29 0.377 0. 0.377
1350 3.018 0. 3.018 2.495 0. 2.495 0.474 0. 0.474
1400 3.368 0. 3.368 2.881 0. 2.881 0.434 0. 0.434
1450 3.844 0. 3.844 3.314 0. 3.314 0.488 0. 0.488
1500 4.308 0.003 4.304 3.692 0.003 3.688 0.571 0. 0.571
1550 4.739 0.003 4.735 4.137 0. 4.137 0.539 0. 0.539
1600 5.397 0. 5.388 4.686 0. 4.677 0.633 0. 0.633
1650 5.866 0. 5.866 5.194 0. 5.194 0.612 0. 0.612
1700 6.62 0. 6.62 5.859 0. 5.859 0.687 0. 0.687
1750 7.33 0.031 7.298 6.551 0.011 6.539 0.69 0.019 0.67
1800 8.16 0. 8.16 7.333 0. 7.332 0.741 0. 0.741
1850 8.883 0. 8.883 8.009 0. 8.009 0.788 0. 0.788
1900 9.911 0. 9.91 8.881 0. 8.881 0.948 0. 0.948
1950 10.718 0. 10.718 9.763 0. 9.763 0.861 0. 0.861
