param-n abstract-repeat-constructor-real abstract-repeat-constructor-sys abstract-repeat-constructor-user close-abstract-real close-abstract-sys close-abstract-user repeat-constructor-real repeat-constructor-sys repeat-constructor-user
34 0.005 0. 0.005 0.002 0. 0.002 0.002 0. 0.002
35 0.005 0. 0.005 0.002 0. 0.002 0.003 0. 0.003
36 0.005 0. 0.005 0.002 0. 0.002 0.003 0. 0.003
37 0.006 0. 0.006 0.002 0. 0.002 0.003 0. 0.003
38 0.006 0. 0.006 0.002 0. 0.002 0.003 0. 0.003
39 0.006 0. 0.006 0.003 0. 0.003 0.003 0. 0.003
40 0.006 0. 0.006 0.003 0. 0.003 0.003 0. 0.003
41 0.008 0. 0.008 0.003 0. 0.003 0.005 0. 0.005
42 0.007 0. 0.007 0.003 0. 0.003 0.003 0. 0.003
43 0.007 0. 0.007 0.003 0. 0.003 0.004 0. 0.004
44 0.008 0. 0.008 0.003 0. 0.003 0.004 0. 0.004
45 0.008 0. 0.008 0.004 0. 0.004 0.004 0. 0.004
46 0.008 0. 0.008 0.004 0. 0.004 0.004 0. 0.004
47 0.009 0. 0.009 0.004 0. 0.004 0.005 0. 0.005
48 0.009 0. 0.009 0.004 0. 0.004 0.004 0. 0.004
49 0.009 0. 0.009 0.004 0. 0.004 0.004 0. 0.004
50 0.01 0. 0.01 0.004 0. 0.004 0.005 0. 0.005
51 0.01 0. 0.01 0.005 0. 0.005 0.005 0. 0.005
52 0.012 0. 0.012 0.005 0. 0.005 0.006 0. 0.006
53 0.011 0. 0.011 0.005 0. 0.005 0.005 0. 0.005
54 0.011 0. 0.011 0.005 0. 0.005 0.005 0. 0.005
55 0.012 0. 0.012 0.006 0. 0.006 0.006 0. 0.006
56 0.013 0. 0.013 0.005 0. 0.005 0.007 0. 0.007
57 0.012 0. 0.012 0.006 0. 0.006 0.006 0. 0.006
58 0.013 0. 0.013 0.006 0. 0.006 0.006 0. 0.006
59 0.013 0. 0.013 0.006 0. 0.006 0.006 0. 0.006
60 0.016 0. 0.016 0.007 0. 0.007 0.009 0. 0.009
61 0.014 0. 0.014 0.007 0. 0.007 0.006 0. 0.006
62 0.014 0. 0.014 0.007 0. 0.007 0.007 0. 0.007
63 0.016 0. 0.016 0.006 0. 0.006 0.008 0. 0.008
64 0.015 0. 0.015 0.007 0. 0.007 0.007 0. 0.007
65 0.015 0. 0.015 0.008 0. 0.008 0.007 0. 0.007
66 0.019 0. 0.019 0.011 0. 0.011 0.007 0. 0.007
67 0.016 0. 0.016 0.008 0. 0.008 0.007 0. 0.007
68 0.017 0. 0.017 0.008 0. 0.008 0.008 0. 0.008
69 0.018 0. 0.018 0.008 0. 0.008 0.01 0. 0.01
70 0.017 0. 0.017 0.009 0. 0.009 0.008 0. 0.008
71 0.018 0. 0.018 0.009 0. 0.009 0.008 0. 0.008
72 0.021 0. 0.021 0.01 0. 0.01 0.011 0. 0.011
73 0.019 0. 0.019 0.01 0. 0.01 0.008 0. 0.008
74 0.02 0. 0.02 0.01 0. 0.01 0.009 0. 0.009
75 0.02 0. 0.02 0.01 0. 0.01 0.009 0. 0.009
76 0.02 0. 0.02 0.011 0. 0.011 0.009 0. 0.009
77 0.021 0. 0.021 0.011 0. 0.011 0.01 0. 0.01
78 0.021 0. 0.021 0.011 0. 0.011 0.009 0. 0.009
79 0.023 0. 0.023 0.011 0. 0.011 0.011 0. 0.011
80 0.023 0. 0.023 0.012 0. 0.012 0.01 0. 0.01
81 0.025 0. 0.025 0.012 0. 0.012 0.012 0. 0.012
82 0.024 0. 0.024 0.013 0. 0.013 0.01 0. 0.01
83 0.026 0. 0.026 0.012 0. 0.012 0.013 0. 0.013
84 0.026 0. 0.026 0.014 0. 0.014 0.011 0. 0.011
85 0.029 0. 0.029 0.014 0. 0.014 0.015 0. 0.015
86 0.026 0. 0.026 0.014 0. 0.014 0.011 0. 0.011
87 0.027 0. 0.027 0.014 0. 0.014 0.013 0. 0.013
88 0.027 0. 0.027 0.015 0. 0.015 0.012 0. 0.012
89 0.03 0. 0.03 0.015 0. 0.015 0.014 0. 0.014
90 0.029 0. 0.029 0.016 0. 0.016 0.012 0. 0.012
91 0.029 0. 0.029 0.016 0. 0.016 0.012 0. 0.012
92 0.031 0. 0.031 0.018 0. 0.018 0.013 0. 0.013
93 0.03 0. 0.03 0.017 0. 0.017 0.013 0. 0.013
94 0.031 0. 0.031 0.016 0. 0.016 0.014 0. 0.014
95 0.033 0. 0.033 0.019 0. 0.019 0.013 0. 0.013
96 0.032 0. 0.032 0.018 0. 0.018 0.014 0. 0.014
97 0.033 0.003 0.029 0.017 0. 0.017 0.016 0.003 0.012
98 0.036 0. 0.036 0.021 0. 0.021 0.014 0. 0.014
99 0.035 0. 0.035 0.02 0. 0.02 0.014 0. 0.014
100 0.035 0. 0.035 0.018 0. 0.018 0.016 0. 0.016
101 0.033 0. 0.033 0.018 0. 0.018 0.014 0. 0.014
102 0.042 0. 0.042 0.019 0. 0.019 0.023 0. 0.023
103 0.047 0. 0.047 0.032 0. 0.032 0.015 0. 0.015
104 0.037 0. 0.037 0.021 0. 0.021 0.015 0. 0.015
105 0.038 0. 0.038 0.021 0. 0.021 0.016 0. 0.016
106 0.038 0. 0.038 0.021 0. 0.021 0.016 0. 0.016
107 0.039 0. 0.039 0.019 0. 0.019 0.02 0. 0.02
108 0.044 0. 0.044 0.027 0. 0.027 0.016 0. 0.016
109 0.04 0.003 0.036 0.023 0.003 0.019 0.017 0. 0.017
110 0.04 0. 0.04 0.023 0. 0.023 0.017 0. 0.017
111 0.042 0. 0.042 0.023 0. 0.023 0.018 0. 0.018
112 0.042 0. 0.042 0.022 0. 0.022 0.02 0. 0.02
113 0.046 0. 0.046 0.024 0. 0.024 0.021 0. 0.021
114 0.042 0. 0.042 0.024 0. 0.024 0.018 0. 0.018
115 0.046 0. 0.046 0.027 0. 0.027 0.018 0. 0.018
116 0.045 0.003 0.042 0.026 0. 0.026 0.018 0.003 0.015
117 0.046 0. 0.046 0.027 0. 0.027 0.019 0. 0.019
118 0.046 0. 0.046 0.027 0. 0.027 0.019 0. 0.019
119 0.047 0. 0.047 0.027 0. 0.027 0.019 0. 0.019
120 0.048 0. 0.048 0.028 0. 0.028 0.019 0. 0.019
121 0.048 0. 0.048 0.028 0. 0.028 0.02 0. 0.02
122 0.05 0. 0.05 0.029 0. 0.029 0.02 0. 0.02
123 0.05 0. 0.05 0.029 0. 0.029 0.02 0. 0.02
124 0.051 0. 0.051 0.03 0. 0.03 0.021 0. 0.021
125 0.052 0. 0.052 0.03 0. 0.03 0.021 0. 0.021
126 0.054 0. 0.054 0.031 0. 0.031 0.022 0. 0.022
127 0.054 0. 0.054 0.032 0. 0.032 0.021 0. 0.021
128 0.054 0. 0.054 0.031 0. 0.031 0.022 0. 0.022
129 0.057 0. 0.057 0.034 0. 0.034 0.022 0. 0.022
130 0.056 0. 0.056 0.028 0. 0.028 0.027 0. 0.027
131 0.062 0. 0.062 0.033 0. 0.033 0.028 0. 0.028
132 0.057 0.003 0.053 0.031 0. 0.031 0.025 0.003 0.021
133 0.061 0. 0.061 0.035 0. 0.035 0.026 0. 0.026
134 0.059 0. 0.059 0.035 0. 0.035 0.024 0. 0.024
135 0.059 0. 0.059 0.034 0. 0.034 0.024 0. 0.024
136 0.064 0. 0.064 0.037 0. 0.037 0.027 0. 0.027
137 0.065 0. 0.065 0.037 0. 0.037 0.027 0. 0.027
138 0.064 0. 0.064 0.039 0. 0.039 0.025 0. 0.025
139 0.066 0. 0.066 0.04 0. 0.04 0.025 0. 0.025
140 0.064 0. 0.064 0.034 0. 0.034 0.03 0. 0.03
141 0.071 0. 0.071 0.04 0. 0.04 0.03 0. 0.03
142 0.067 0. 0.067 0.04 0. 0.04 0.026 0. 0.026
143 0.066 0.003 0.063 0.035 0. 0.035 0.031 0.003 0.027
144 0.074 0. 0.074 0.041 0. 0.041 0.033 0. 0.033
145 0.07 0. 0.07 0.042 0. 0.042 0.027 0. 0.027
146 0.072 0. 0.072 0.041 0. 0.041 0.03 0. 0.03
147 0.07 0. 0.07 0.042 0. 0.042 0.028 0. 0.028
148 0.073 0. 0.073 0.042 0. 0.042 0.03 0. 0.03
149 0.072 0.003 0.069 0.043 0. 0.043 0.029 0.003 0.026
150 0.073 0. 0.073 0.038 0. 0.038 0.034 0. 0.034
151 0.083 0. 0.083 0.045 0. 0.045 0.038 0. 0.038
152 0.078 0. 0.078 0.045 0. 0.045 0.032 0. 0.032
153 0.077 0. 0.077 0.046 0. 0.046 0.031 0. 0.031
154 0.076 0. 0.076 0.04 0. 0.04 0.035 0. 0.035
155 0.086 0. 0.086 0.046 0. 0.046 0.039 0. 0.039
156 0.083 0. 0.083 0.048 0. 0.048 0.034 0. 0.034
157 0.081 0. 0.081 0.049 0. 0.049 0.031 0. 0.031
158 0.081 0. 0.081 0.047 0. 0.047 0.034 0. 0.034
159 0.087 0.003 0.083 0.049 0. 0.049 0.037 0.003 0.034
160 0.081 0. 0.081 0.048 0. 0.048 0.032 0. 0.032
161 0.087 0. 0.087 0.052 0. 0.052 0.034 0. 0.034
162 0.083 0. 0.083 0.049 0. 0.049 0.033 0. 0.033
163 0.083 0. 0.083 0.049 0. 0.049 0.033 0. 0.033
164 0.083 0. 0.083 0.047 0. 0.047 0.035 0. 0.035
165 0.085 0. 0.085 0.046 0. 0.046 0.038 0. 0.038
166 0.087 0. 0.087 0.046 0. 0.046 0.04 0. 0.04
167 0.085 0. 0.085 0.042 0. 0.042 0.042 0. 0.042
168 0.089 0. 0.089 0.049 0. 0.049 0.039 0. 0.039
169 0.089 0. 0.089 0.051 0. 0.051 0.037 0. 0.037
170 0.091 0. 0.091 0.053 0. 0.053 0.037 0. 0.037
171 0.092 0.003 0.088 0.054 0.003 0.05 0.038 0. 0.038
172 0.092 0. 0.092 0.054 0. 0.054 0.038 0. 0.038
173 0.093 0.003 0.089 0.055 0.003 0.051 0.038 0. 0.038
174 0.095 0. 0.095 0.056 0. 0.056 0.038 0. 0.038
175 0.096 0. 0.096 0.057 0. 0.057 0.039 0. 0.039
176 0.098 0. 0.098 0.058 0. 0.058 0.039 0. 0.039
177 0.099 0. 0.099 0.058 0. 0.058 0.04 0. 0.04
178 0.098 0. 0.098 0.058 0. 0.058 0.039 0. 0.039
179 0.1 0. 0.1 0.059 0. 0.059 0.04 0. 0.04
180 0.101 0. 0.101 0.059 0. 0.059 0.04 0. 0.04
181 0.102 0. 0.102 0.061 0. 0.061 0.041 0. 0.041
182 0.106 0. 0.106 0.063 0. 0.063 0.042 0. 0.042
183 0.106 0. 0.106 0.062 0. 0.062 0.043 0. 0.043
184 0.105 0. 0.105 0.061 0. 0.061 0.044 0. 0.044
185 0.112 0. 0.112 0.058 0. 0.058 0.054 0. 0.054
186 0.11 0.003 0.106 0.058 0. 0.058 0.051 0.003 0.047
187 0.113 0. 0.113 0.064 0. 0.064 0.048 0. 0.048
188 0.114 0. 0.114 0.068 0. 0.068 0.045 0. 0.045
189 0.133 0. 0.133 0.081 0. 0.081 0.051 0. 0.051
190 0.124 0.003 0.12 0.072 0. 0.072 0.051 0.003 0.047
191 0.122 0. 0.122 0.073 0. 0.073 0.049 0. 0.049
192 0.12 0. 0.12 0.073 0. 0.073 0.046 0. 0.046
193 0.121 0. 0.121 0.074 0. 0.074 0.047 0. 0.047
194 0.122 0. 0.122 0.072 0. 0.072 0.049 0. 0.049
195 0.135 0. 0.135 0.075 0. 0.075 0.059 0. 0.059
196 0.128 0. 0.128 0.075 0. 0.075 0.052 0. 0.052
197 0.125 0. 0.125 0.075 0. 0.075 0.05 0. 0.05
198 0.128 0. 0.128 0.078 0. 0.078 0.049 0. 0.049
199 0.142 0.003 0.138 0.079 0. 0.079 0.063 0.003 0.059
200 0.131 0. 0.131 0.077 0. 0.077 0.054 0. 0.054
201 0.131 0. 0.131 0.078 0. 0.078 0.052 0. 0.052
202 0.132 0.003 0.128 0.079 0.003 0.075 0.052 0. 0.052
203 0.123 0.003 0.119 0.065 0. 0.065 0.058 0.003 0.054
204 0.127 0. 0.127 0.073 0. 0.073 0.053 0. 0.053
205 0.127 0. 0.127 0.075 0. 0.075 0.051 0. 0.051
206 0.132 0. 0.132 0.071 0. 0.071 0.061 0. 0.061
207 0.133 0. 0.133 0.076 0. 0.076 0.056 0. 0.056
208 0.131 0. 0.131 0.078 0. 0.078 0.052 0. 0.052
209 0.134 0.003 0.13 0.074 0. 0.074 0.06 0.003 0.056
210 0.134 0. 0.134 0.079 0. 0.079 0.054 0. 0.054
211 0.14 0. 0.14 0.073 0. 0.073 0.066 0. 0.066
212 0.136 0.003 0.132 0.078 0. 0.078 0.057 0.003 0.053
213 0.136 0. 0.136 0.081 0. 0.081 0.055 0. 0.055
214 0.141 0. 0.141 0.079 0. 0.079 0.061 0. 0.061
215 0.143 0.003 0.139 0.087 0.003 0.083 0.056 0. 0.056
216 0.145 0. 0.145 0.079 0. 0.079 0.065 0. 0.065
217 0.146 0. 0.146 0.089 0. 0.089 0.057 0. 0.056
218 0.149 0. 0.149 0.08 0. 0.08 0.068 0. 0.068
219 0.147 0. 0.147 0.087 0. 0.087 0.059 0. 0.059
220 0.15 0. 0.15 0.086 0. 0.086 0.064 0. 0.064
221 0.16 0. 0.16 0.096 0. 0.096 0.064 0. 0.064
222 0.156 0. 0.156 0.096 0. 0.096 0.059 0. 0.059
223 0.16 0. 0.16 0.096 0. 0.096 0.064 0. 0.064
224 0.158 0. 0.158 0.096 0. 0.096 0.061 0. 0.061
225 0.16 0. 0.16 0.091 0. 0.091 0.068 0. 0.068
226 0.17 0. 0.17 0.097 0. 0.097 0.072 0. 0.072
227 0.162 0. 0.162 0.099 0. 0.099 0.062 0. 0.062
228 0.166 0. 0.166 0.099 0. 0.099 0.067 0. 0.067
229 0.175 0. 0.175 0.099 0. 0.099 0.075 0. 0.075
230 0.164 0. 0.164 0.098 0. 0.098 0.066 0. 0.066
231 0.157 0. 0.157 0.087 0. 0.087 0.069 0. 0.069
232 0.165 0. 0.165 0.089 0. 0.089 0.075 0. 0.075
233 0.163 0. 0.163 0.096 0. 0.096 0.066 0. 0.066
234 0.165 0. 0.165 0.095 0. 0.095 0.07 0. 0.07
235 0.168 0. 0.168 0.093 0. 0.093 0.075 0. 0.075
236 0.164 0. 0.164 0.097 0. 0.097 0.066 0. 0.066
237 0.169 0. 0.169 0.098 0. 0.098 0.07 0. 0.07
238 0.169 0. 0.169 0.097 0. 0.097 0.072 0. 0.072
239 0.174 0. 0.174 0.096 0. 0.096 0.077 0. 0.077
240 0.169 0. 0.169 0.099 0. 0.099 0.068 0. 0.068
241 0.171 0. 0.171 0.101 0. 0.101 0.069 0. 0.069
242 0.177 0. 0.177 0.102 0. 0.102 0.074 0. 0.074
243 0.177 0. 0.177 0.102 0. 0.102 0.074 0. 0.074
244 0.178 0. 0.178 0.1 0. 0.1 0.078 0. 0.078
245 0.181 0. 0.181 0.1 0. 0.1 0.08 0. 0.08
246 0.197 0. 0.197 0.111 0. 0.111 0.086 0. 0.086
247 0.195 0. 0.195 0.117 0. 0.117 0.077 0. 0.077
248 0.201 0. 0.201 0.119 0. 0.119 0.082 0. 0.082
249 0.203 0. 0.203 0.119 0. 0.119 0.083 0. 0.083
250 0.207 0. 0.207 0.121 0. 0.121 0.086 0. 0.086
251 0.207 0. 0.207 0.12 0. 0.12 0.086 0. 0.086
252 0.192 0. 0.192 0.107 0. 0.107 0.085 0. 0.085
253 0.189 0. 0.189 0.102 0. 0.102 0.087 0. 0.087
254 0.197 0.003 0.193 0.108 0. 0.108 0.088 0.003 0.084
255 0.197 0. 0.197 0.108 0. 0.108 0.089 0. 0.089
256 0.198 0. 0.198 0.109 0. 0.109 0.088 0. 0.088
257 0.201 0. 0.201 0.112 0. 0.112 0.089 0. 0.089
258 0.201 0. 0.201 0.112 0. 0.112 0.088 0. 0.088
259 0.2 0. 0.2 0.112 0. 0.112 0.087 0. 0.087
260 0.203 0. 0.203 0.118 0. 0.118 0.085 0. 0.085
261 0.206 0. 0.206 0.117 0. 0.117 0.088 0. 0.088
262 0.202 0. 0.202 0.116 0. 0.116 0.085 0. 0.085
263 0.22 0. 0.22 0.131 0. 0.131 0.088 0. 0.088
264 0.226 0. 0.226 0.127 0. 0.127 0.098 0. 0.098
265 0.227 0. 0.227 0.132 0. 0.132 0.095 0. 0.095
266 0.224 0. 0.224 0.134 0. 0.134 0.089 0. 0.089
267 0.238 0. 0.238 0.139 0. 0.139 0.098 0. 0.098
268 0.233 0. 0.233 0.138 0. 0.138 0.095 0. 0.095
269 0.219 0. 0.219 0.121 0. 0.121 0.098 0. 0.098
270 0.213 0. 0.213 0.123 0. 0.123 0.089 0. 0.089
271 0.221 0. 0.221 0.122 0. 0.122 0.098 0. 0.098
272 0.222 0. 0.222 0.126 0. 0.126 0.095 0. 0.095
273 0.221 0. 0.221 0.125 0. 0.125 0.095 0. 0.095
274 0.217 0. 0.217 0.127 0. 0.127 0.089 0. 0.089
275 0.226 0. 0.226 0.128 0. 0.128 0.097 0. 0.097
276 0.225 0. 0.225 0.127 0. 0.127 0.098 0. 0.098
277 0.228 0. 0.228 0.123 0. 0.123 0.103 0. 0.103
278 0.229 0. 0.229 0.131 0. 0.131 0.098 0. 0.098
279 0.226 0. 0.226 0.129 0. 0.129 0.096 0. 0.096
280 0.236 0. 0.236 0.131 0. 0.131 0.104 0. 0.104
281 0.262 0. 0.262 0.156 0. 0.156 0.105 0. 0.105
282 0.255 0. 0.255 0.141 0. 0.141 0.113 0. 0.113
283 0.26 0. 0.26 0.15 0. 0.15 0.109 0. 0.109
284 0.256 0. 0.256 0.142 0. 0.142 0.113 0. 0.113
285 0.243 0. 0.243 0.134 0. 0.134 0.108 0. 0.108
286 0.242 0. 0.242 0.135 0. 0.135 0.107 0. 0.107
287 0.244 0. 0.244 0.135 0. 0.135 0.108 0. 0.108
288 0.245 0. 0.245 0.137 0. 0.137 0.107 0. 0.107
289 0.249 0. 0.249 0.14 0. 0.14 0.108 0. 0.108
290 0.244 0. 0.244 0.139 0. 0.139 0.105 0. 0.105
291 0.253 0. 0.253 0.145 0. 0.145 0.107 0. 0.107
292 0.251 0. 0.251 0.137 0. 0.137 0.114 0. 0.114
293 0.25 0. 0.25 0.14 0. 0.14 0.109 0. 0.109
294 0.258 0. 0.258 0.147 0. 0.147 0.11 0. 0.11
295 0.28 0. 0.28 0.17 0. 0.17 0.108 0. 0.108
296 0.283 0. 0.283 0.168 0. 0.168 0.114 0. 0.114
297 0.275 0. 0.275 0.16 0. 0.16 0.115 0. 0.115
298 0.28 0. 0.28 0.156 0. 0.156 0.123 0. 0.123
299 0.272 0. 0.272 0.157 0. 0.157 0.113 0. 0.113
300 0.266 0. 0.266 0.147 0. 0.147 0.119 0. 0.119
305 0.266 0. 0.266 0.151 0. 0.151 0.114 0. 0.114
310 0.276 0. 0.276 0.157 0. 0.157 0.119 0. 0.119
315 0.285 0. 0.285 0.16 0. 0.16 0.124 0. 0.124
320 0.293 0. 0.293 0.166 0. 0.166 0.127 0. 0.127
325 0.307 0. 0.307 0.168 0. 0.168 0.139 0. 0.139
330 0.318 0. 0.318 0.178 0. 0.178 0.139 0. 0.139
335 0.346 0. 0.346 0.199 0. 0.199 0.147 0. 0.147
340 0.359 0. 0.359 0.196 0. 0.196 0.161 0. 0.161
345 0.374 0. 0.374 0.216 0. 0.216 0.157 0. 0.157
350 0.38 0. 0.38 0.217 0. 0.217 0.163 0. 0.163
355 0.363 0. 0.363 0.2 0. 0.2 0.162 0. 0.162
360 0.375 0. 0.375 0.206 0. 0.206 0.168 0. 0.168
365 0.381 0. 0.381 0.209 0. 0.209 0.171 0. 0.171
370 0.393 0. 0.393 0.217 0. 0.217 0.175 0. 0.175
375 0.396 0. 0.396 0.223 0. 0.223 0.173 0. 0.173
380 0.425 0. 0.425 0.238 0. 0.238 0.186 0. 0.186
385 0.471 0. 0.471 0.264 0. 0.264 0.206 0. 0.206
390 0.467 0. 0.467 0.257 0. 0.257 0.21 0. 0.21
395 0.45 0. 0.45 0.241 0. 0.241 0.208 0. 0.208
400 0.461 0. 0.461 0.253 0. 0.253 0.208 0. 0.208
410 0.494 0. 0.494 0.27 0. 0.27 0.224 0. 0.224
420 0.504 0. 0.504 0.277 0. 0.277 0.226 0. 0.226
430 0.545 0. 0.545 0.306 0. 0.306 0.239 0. 0.239
440 0.59 0. 0.59 0.322 0. 0.322 0.267 0. 0.267
450 0.627 0. 0.627 0.343 0. 0.343 0.284 0. 0.284
460 0.597 0. 0.597 0.329 0. 0.329 0.267 0. 0.267
470 0.628 0. 0.628 0.338 0. 0.338 0.289 0. 0.289
480 0.668 0. 0.667 0.369 0. 0.368 0.298 0. 0.298
490 0.749 0. 0.749 0.427 0. 0.427 0.321 0. 0.321
500 0.776 0. 0.776 0.426 0. 0.426 0.349 0. 0.349
550 0.857 0.007 0.85 0.467 0. 0.467 0.389 0.007 0.381
600 1.045 0.012 1.033 0.56 0. 0.56 0.484 0.012 0.472
650 1.283 0. 1.283 0.731 0. 0.731 0.551 0. 0.551
700 1.421 0. 1.421 0.758 0. 0.758 0.662 0. 0.662
750 1.708 0. 1.708 0.908 0. 0.908 0.799 0. 0.799
800 1.99 0. 1.99 1.018 0. 1.018 0.971 0. 0.971
850 2.265 0.003 2.261 1.246 0.003 1.242 1.019 0. 1.019
900 2.522 0. 2.522 1.319 0. 1.32 1.201 0. 1.201
950 2.873 0. 2.873 1.533 0. 1.533 1.339 0. 1.339
1000 3.101 0. 3.101 1.693 0. 1.693 1.406 0. 1.406
1100 3.745 0.023 3.721 1.943 0.003 1.939 1.801 0.019 1.781
1200 4.385 0.004 4.381 2.309 0. 2.309 2.075 0.003 2.071
1300 5.315 0. 5.315 2.697 0. 2.697 2.617 0. 2.617
1400 6.194 0.011 6.182 3.422 0.011 3.41 2.771 0. 2.77
1500 7.182 0. 7.182 3.916 0. 3.916 3.265 0. 3.265
1600 8.066 0.031 8.034 4.251 0. 4.251 3.814 0.031 3.782
1700 8.965 0.031 8.933 4.778 0. 4.778 4.186 0.031 4.154
1800 10.425 0.007 10.417 5.773 0.007 5.765 4.651 0. 4.651
1900 11.886 0.019 11.866 6.552 0.004 6.548 5.333 0.015 5.317
