param-n pattern-real pattern-sys pattern-user
89 0.001 0. 0.001
90 0.001 0. 0.001
91 0.001 0. 0.001
92 0.001 0. 0.001
93 0.001 0. 0.001
94 0.001 0. 0.001
95 0.001 0. 0.001
96 0.001 0. 0.001
97 0.001 0. 0.001
98 0.001 0. 0.001
99 0.001 0. 0.001
100 0.001 0. 0.001
101 0.001 0. 0.001
102 0.001 0. 0.001
103 0.002 0. 0.002
104 0.002 0. 0.002
105 0.002 0. 0.002
106 0.002 0. 0.002
107 0.002 0. 0.002
108 0.002 0. 0.002
109 0.002 0. 0.002
110 0.002 0. 0.002
111 0.002 0. 0.002
112 0.002 0. 0.002
113 0.002 0. 0.002
114 0.002 0. 0.002
115 0.002 0. 0.002
116 0.002 0. 0.002
117 0.002 0. 0.002
118 0.002 0. 0.002
119 0.002 0. 0.002
120 0.002 0. 0.002
121 0.002 0. 0.002
122 0.002 0. 0.002
123 0.003 0. 0.003
124 0.002 0. 0.002
125 0.002 0. 0.002
126 0.002 0. 0.002
127 0.002 0. 0.002
128 0.002 0. 0.002
129 0.002 0. 0.002
130 0.002 0. 0.002
131 0.002 0. 0.002
132 0.002 0. 0.002
133 0.002 0. 0.002
134 0.002 0. 0.002
135 0.002 0. 0.002
136 0.003 0. 0.003
137 0.002 0. 0.002
138 0.002 0. 0.002
139 0.002 0. 0.002
140 0.002 0. 0.002
141 0.002 0. 0.002
142 0.002 0. 0.002
143 0.002 0. 0.002
144 0.002 0. 0.002
145 0.002 0. 0.002
146 0.002 0. 0.002
147 0.002 0. 0.002
148 0.002 0. 0.002
149 0.002 0. 0.002
150 0.002 0. 0.002
151 0.002 0. 0.002
152 0.002 0. 0.002
153 0.003 0. 0.003
154 0.003 0. 0.003
155 0.003 0. 0.003
156 0.002 0. 0.002
157 0.002 0. 0.002
158 0.003 0. 0.003
159 0.003 0. 0.003
160 0.002 0. 0.002
161 0.002 0. 0.002
162 0.002 0. 0.002
163 0.002 0. 0.002
164 0.003 0. 0.003
165 0.003 0. 0.003
166 0.003 0. 0.003
167 0.003 0. 0.003
168 0.003 0. 0.003
169 0.003 0. 0.003
170 0.003 0. 0.003
171 0.003 0. 0.003
172 0.003 0.002 0.
173 0.002 0. 0.002
174 0.003 0. 0.003
175 0.003 0. 0.003
176 0.003 0. 0.003
177 0.003 0. 0.003
178 0.003 0. 0.003
179 0.003 0. 0.003
180 0.003 0. 0.003
181 0.003 0. 0.003
182 0.003 0. 0.003
183 0.003 0. 0.003
184 0.003 0. 0.003
185 0.003 0. 0.003
186 0.003 0. 0.003
187 0.003 0. 0.003
188 0.003 0. 0.003
189 0.003 0. 0.003
190 0.003 0. 0.003
191 0.003 0. 0.003
192 0.003 0. 0.003
193 0.003 0. 0.003
194 0.003 0. 0.003
195 0.003 0. 0.003
196 0.004 0. 0.004
197 0.003 0. 0.003
198 0.003 0. 0.003
199 0.003 0. 0.003
200 0.003 0. 0.003
201 0.003 0. 0.003
202 0.003 0. 0.003
203 0.003 0. 0.003
204 0.003 0. 0.003
205 0.004 0. 0.004
206 0.004 0. 0.003
207 0.003 0. 0.003
208 0.003 0. 0.003
209 0.003 0. 0.003
210 0.003 0. 0.003
211 0.003 0. 0.003
212 0.003 0. 0.003
213 0.004 0. 0.004
214 0.003 0. 0.003
215 0.003 0. 0.003
216 0.004 0. 0.004
217 0.004 0. 0.004
218 0.004 0. 0.004
219 0.004 0. 0.004
220 0.004 0. 0.004
221 0.004 0. 0.004
222 0.003 0. 0.003
223 0.003 0. 0.003
224 0.003 0. 0.003
225 0.004 0. 0.004
226 0.004 0. 0.004
227 0.004 0. 0.004
228 0.005 0. 0.005
229 0.004 0. 0.004
230 0.004 0. 0.004
231 0.004 0. 0.004
232 0.004 0. 0.004
233 0.004 0. 0.004
234 0.004 0. 0.004
235 0.004 0. 0.004
236 0.004 0. 0.004
237 0.004 0. 0.004
238 0.004 0. 0.004
239 0.004 0. 0.004
240 0.004 0. 0.004
241 0.004 0. 0.004
242 0.004 0. 0.004
243 0.005 0. 0.005
244 0.004 0. 0.004
245 0.004 0. 0.004
246 0.004 0. 0.004
247 0.004 0. 0.004
248 0.004 0. 0.004
249 0.004 0. 0.004
250 0.005 0. 0.005
251 0.004 0. 0.004
252 0.004 0. 0.004
253 0.004 0. 0.004
254 0.004 0. 0.004
255 0.004 0. 0.004
256 0.006 0. 0.006
257 0.005 0. 0.005
258 0.005 0. 0.005
259 0.005 0. 0.005
260 0.004 0. 0.004
261 0.004 0. 0.004
262 0.004 0. 0.004
263 0.005 0. 0.005
264 0.004 0. 0.004
265 0.004 0. 0.004
266 0.005 0. 0.005
267 0.005 0. 0.005
268 0.005 0. 0.005
269 0.005 0. 0.005
270 0.005 0. 0.005
271 0.004 0. 0.004
272 0.005 0. 0.005
273 0.005 0. 0.005
274 0.005 0. 0.005
275 0.005 0. 0.005
276 0.005 0. 0.005
277 0.004 0. 0.004
278 0.004 0. 0.004
279 0.004 0. 0.004
280 0.004 0. 0.004
281 0.005 0. 0.005
282 0.006 0. 0.006
283 0.005 0. 0.005
284 0.005 0. 0.005
285 0.005 0. 0.005
286 0.005 0. 0.005
287 0.005 0. 0.005
288 0.006 0.003 0.002
289 0.006 0. 0.006
290 0.005 0. 0.005
291 0.005 0. 0.005
292 0.005 0. 0.005
293 0.005 0. 0.005
294 0.007 0. 0.007
295 0.005 0. 0.005
296 0.005 0. 0.005
297 0.006 0. 0.006
298 0.005 0. 0.005
299 0.005 0. 0.005
300 0.006 0. 0.006
301 0.006 0. 0.006
302 0.006 0. 0.006
303 0.006 0. 0.006
304 0.005 0. 0.005
305 0.007 0. 0.007
306 0.005 0. 0.005
307 0.005 0. 0.005
308 0.005 0. 0.005
309 0.005 0. 0.005
310 0.006 0. 0.006
311 0.006 0. 0.006
312 0.006 0. 0.006
313 0.006 0. 0.006
314 0.006 0. 0.006
315 0.006 0. 0.006
316 0.006 0. 0.006
317 0.006 0. 0.006
318 0.005 0. 0.005
319 0.005 0. 0.005
320 0.005 0. 0.005
321 0.005 0. 0.005
322 0.006 0.003 0.003
323 0.006 0. 0.006
324 0.006 0. 0.006
325 0.007 0. 0.007
326 0.006 0. 0.006
327 0.008 0. 0.008
328 0.006 0. 0.006
329 0.006 0. 0.006
330 0.006 0. 0.006
331 0.006 0. 0.006
332 0.005 0. 0.005
333 0.005 0. 0.005
334 0.005 0. 0.005
335 0.006 0. 0.006
336 0.006 0. 0.006
337 0.006 0. 0.006
338 0.009 0. 0.009
339 0.006 0. 0.006
340 0.006 0. 0.006
341 0.006 0. 0.006
342 0.006 0. 0.006
343 0.007 0. 0.007
344 0.006 0. 0.006
345 0.006 0. 0.006
346 0.006 0. 0.006
347 0.006 0. 0.006
348 0.008 0. 0.008
349 0.007 0. 0.007
350 0.007 0. 0.007
351 0.007 0. 0.007
352 0.006 0. 0.006
353 0.007 0. 0.007
354 0.007 0. 0.007
355 0.006 0. 0.006
356 0.006 0. 0.006
357 0.006 0. 0.006
358 0.007 0. 0.007
359 0.006 0. 0.006
360 0.006 0. 0.006
361 0.007 0. 0.007
362 0.007 0. 0.007
363 0.007 0. 0.007
364 0.007 0. 0.007
365 0.007 0. 0.007
366 0.008 0. 0.008
367 0.008 0. 0.008
368 0.007 0. 0.007
369 0.006 0. 0.006
370 0.006 0. 0.006
371 0.006 0. 0.006
372 0.008 0. 0.008
373 0.007 0. 0.007
374 0.007 0. 0.007
375 0.007 0. 0.007
376 0.007 0. 0.007
377 0.01 0. 0.01
378 0.007 0. 0.007
379 0.007 0. 0.007
380 0.006 0. 0.006
381 0.008 0. 0.008
382 0.007 0. 0.007
383 0.008 0. 0.008
384 0.007 0. 0.007
385 0.007 0. 0.007
386 0.009 0. 0.009
387 0.007 0. 0.007
388 0.007 0. 0.007
389 0.007 0. 0.007
390 0.008 0. 0.008
391 0.006 0. 0.006
392 0.006 0. 0.006
393 0.007 0. 0.007
394 0.008 0. 0.008
395 0.01 0. 0.01
396 0.007 0. 0.007
397 0.007 0. 0.007
398 0.008 0. 0.008
399 0.008 0. 0.008
400 0.008 0. 0.008
401 0.007 0. 0.007
402 0.007 0. 0.007
403 0.008 0. 0.008
404 0.007 0. 0.007
405 0.007 0. 0.007
406 0.008 0. 0.008
407 0.008 0. 0.008
408 0.008 0. 0.008
409 0.007 0. 0.007
410 0.007 0. 0.007
411 0.007 0. 0.007
412 0.009 0.003 0.005
413 0.007 0. 0.007
414 0.007 0. 0.007
415 0.007 0. 0.007
416 0.009 0.003 0.005
417 0.008 0. 0.008
418 0.007 0. 0.007
419 0.007 0. 0.007
420 0.009 0. 0.009
421 0.007 0. 0.007
422 0.008 0. 0.008
423 0.008 0. 0.008
424 0.008 0. 0.008
425 0.008 0. 0.008
426 0.008 0. 0.008
427 0.008 0. 0.008
428 0.008 0. 0.008
429 0.008 0. 0.008
430 0.008 0. 0.008
431 0.008 0. 0.008
432 0.008 0. 0.008
433 0.008 0. 0.008
434 0.007 0. 0.007
435 0.007 0. 0.007
436 0.008 0. 0.008
437 0.009 0. 0.009
438 0.008 0. 0.008
439 0.008 0. 0.008
440 0.007 0. 0.007
441 0.007 0. 0.007
442 0.007 0. 0.007
443 0.008 0. 0.008
444 0.008 0. 0.008
445 0.009 0. 0.009
446 0.008 0. 0.008
447 0.008 0. 0.008
448 0.008 0. 0.008
449 0.008 0. 0.008
450 0.008 0. 0.008
451 0.008 0. 0.008
452 0.008 0. 0.008
453 0.008 0. 0.008
454 0.008 0. 0.008
455 0.009 0. 0.009
456 0.01 0. 0.01
457 0.008 0. 0.008
458 0.009 0. 0.009
459 0.009 0. 0.009
460 0.012 0. 0.012
461 0.009 0. 0.009
462 0.008 0. 0.008
463 0.008 0. 0.008
464 0.008 0. 0.008
465 0.008 0. 0.008
466 0.008 0. 0.008
467 0.008 0. 0.008
468 0.011 0. 0.011
469 0.008 0. 0.008
470 0.008 0. 0.008
471 0.011 0. 0.011
472 0.009 0. 0.009
473 0.009 0. 0.009
474 0.009 0. 0.009
475 0.012 0. 0.012
476 0.009 0. 0.009
477 0.009 0. 0.009
478 0.009 0. 0.009
479 0.01 0.003 0.006
480 0.009 0. 0.009
481 0.009 0. 0.009
482 0.01 0. 0.01
483 0.009 0. 0.009
484 0.01 0. 0.01
485 0.01 0. 0.01
486 0.01 0. 0.01
487 0.009 0. 0.009
488 0.009 0. 0.009
489 0.01 0. 0.01
490 0.01 0. 0.01
491 0.008 0. 0.008
492 0.008 0. 0.008
493 0.011 0. 0.011
494 0.01 0. 0.01
495 0.01 0. 0.01
496 0.009 0. 0.009
497 0.011 0. 0.011
498 0.01 0. 0.01
499 0.01 0. 0.01
500 0.011 0. 0.011
600 0.067 0.003 0.062
700 0.015 0. 0.014
800 0.02 0. 0.019
900 0.018 0. 0.018
1000 0.023 0. 0.023
1100 0.022 0. 0.022
1200 0.026 0. 0.026
1300 0.032 0. 0.032
1400 0.028 0. 0.028
1500 0.03 0. 0.03
1600 0.036 0. 0.036
1700 0.036 0. 0.036
1800 0.042 0. 0.042
1900 0.042 0. 0.042
2000 0.048 0. 0.048
2100 0.043 0.003 0.039
2200 0.048 0. 0.048
2300 0.055 0. 0.055
2400 0.051 0. 0.051
2500 0.065 0. 0.065
2600 0.062 0. 0.062
2700 0.06 0. 0.06
2800 0.06 0.003 0.056
2900 0.074 0. 0.074
3000 0.076 0. 0.076
3100 0.073 0. 0.073
3200 0.068 0. 0.068
3300 0.071 0. 0.071
3400 0.075 0.003 0.072
3500 0.08 0. 0.08
3600 0.086 0. 0.086
3700 0.081 0.003 0.077
3800 0.084 0. 0.084
3900 0.082 0. 0.082
4000 0.083 0. 0.083
4100 0.096 0. 0.096
4200 0.102 0. 0.102
4300 0.102 0. 0.102
4400 0.109 0. 0.109
4500 0.105 0. 0.105
4600 0.114 0. 0.114
4700 0.109 0.003 0.105
4800 0.107 0. 0.107
4900 0.141 0. 0.141
5000 0.122 0.008 0.114
5100 0.135 0. 0.135
5200 0.113 0. 0.113
5300 0.118 0.008 0.11
5400 0.121 0. 0.121
5500 0.128 0.007 0.12
5600 0.13 0. 0.13
5700 0.126 0.003 0.122
5800 0.13 0. 0.13
5900 0.141 0. 0.141
6000 0.118 0. 0.118
6100 0.134 0. 0.134
6200 0.139 0. 0.139
6300 0.137 0. 0.137
6400 0.135 0. 0.135
6500 0.137 0. 0.137
6600 0.137 0. 0.137
6700 0.136 0. 0.136
6800 0.135 0. 0.135
6900 0.137 0. 0.137
7000 0.136 0. 0.136
7100 0.136 0. 0.136
7200 0.134 0. 0.134
7300 0.135 0. 0.135
7400 0.147 0. 0.147
7500 0.148 0. 0.148
7600 0.153 0. 0.153
7700 0.157 0. 0.157
7800 0.157 0. 0.157
7900 0.159 0. 0.159
8000 0.164 0. 0.164
8100 0.168 0. 0.168
8200 0.173 0. 0.173
8300 0.178 0. 0.178
8400 0.185 0. 0.185
8500 0.189 0. 0.189
8600 0.194 0. 0.194
8700 0.198 0. 0.198
8800 0.207 0. 0.207
8900 0.208 0. 0.208
9000 0.215 0. 0.215
9100 0.216 0. 0.216
9200 0.218 0. 0.218
9300 0.218 0. 0.218
9400 0.221 0. 0.221
9500 0.216 0. 0.216
9600 0.22 0. 0.22
9700 0.222 0. 0.222
9800 0.221 0. 0.221
9900 0.229 0. 0.229
10000 0.236 0. 0.236
10100 0.238 0. 0.238
10200 0.257 0. 0.257
10300 0.266 0. 0.266
10400 0.271 0. 0.271
10500 0.269 0. 0.269
10600 0.273 0. 0.273
10700 0.279 0. 0.279
10800 0.275 0. 0.275
10900 0.277 0. 0.277
11000 0.279 0. 0.279
11100 0.281 0. 0.281
11200 0.282 0. 0.282
11300 0.287 0. 0.287
11400 0.285 0. 0.285
11500 0.291 0. 0.291
11600 0.293 0. 0.293
11700 0.289 0. 0.289
11800 0.297 0. 0.297
11900 0.295 0. 0.295
12000 0.295 0. 0.295
12100 0.302 0. 0.302
12200 0.317 0. 0.317
12300 0.314 0. 0.314
12400 0.321 0. 0.321
12500 0.327 0. 0.327
12600 0.321 0. 0.32
12700 0.321 0. 0.321
12800 0.327 0. 0.327
12900 0.323 0. 0.323
13000 0.325 0. 0.325
13100 0.33 0. 0.33
13200 0.327 0. 0.327
13300 0.332 0. 0.332
13400 0.334 0. 0.334
13500 0.333 0. 0.333
13600 0.334 0. 0.334
13700 0.326 0. 0.326
13800 0.326 0. 0.326
13900 0.323 0. 0.323
14000 0.315 0. 0.315
14100 0.317 0. 0.317
14200 0.349 0. 0.349
14300 0.336 0. 0.336
14400 0.331 0. 0.33
14500 0.323 0. 0.323
14600 0.305 0. 0.305
14700 0.304 0. 0.304
14800 0.323 0. 0.323
14900 0.325 0.003 0.321
15000 0.33 0. 0.33
15100 0.338 0. 0.338
15200 0.338 0. 0.338
15300 0.345 0. 0.345
15400 0.344 0. 0.344
15500 0.353 0. 0.353
15600 0.355 0. 0.355
15700 0.355 0. 0.355
15800 0.363 0.003 0.359
15900 0.372 0.004 0.368
16000 0.37 0. 0.37
16100 0.375 0. 0.375
16200 0.38 0. 0.38
16300 0.406 0. 0.406
16400 0.419 0. 0.419
16500 0.42 0. 0.42
16600 0.433 0. 0.433
16700 0.439 0. 0.439
16800 0.445 0. 0.445
16900 0.457 0. 0.457
17000 0.457 0. 0.457
17100 0.472 0. 0.472
17200 0.471 0. 0.471
17300 0.483 0. 0.483
17400 0.489 0. 0.489
17500 0.496 0. 0.496
17600 0.505 0. 0.505
17700 0.506 0. 0.506
17800 0.522 0. 0.522
17900 0.52 0. 0.52
18000 0.535 0. 0.535
18100 0.534 0. 0.534
18200 0.541 0. 0.541
18300 0.547 0. 0.547
18400 0.549 0. 0.549
18500 0.542 0. 0.542
18600 0.542 0. 0.542
18700 0.544 0. 0.544
18800 0.547 0. 0.547
18900 0.546 0. 0.546
19000 0.542 0. 0.542
19100 0.546 0. 0.546
19200 0.539 0. 0.539
19300 0.544 0. 0.544
19400 0.535 0. 0.535
19500 0.542 0. 0.541
19600 0.536 0. 0.536
19700 0.541 0. 0.541
19800 0.544 0. 0.544
19900 0.545 0. 0.545
20000 0.553 0. 0.553
