param-a-n param-fact-n beta-iota-fast-real beta-iota-fast-sys beta-iota-fast-user beta-iota-slow-real beta-iota-slow-sys beta-iota-slow-user unify-beta-iota-fast-real unify-beta-iota-fast-sys unify-beta-iota-fast-user unify-beta-iota-slow-real unify-beta-iota-slow-sys unify-beta-iota-slow-user
6400 9 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008
6500 9 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007
6600 9 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008 0.007 0. 0.007
6700 9 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008 0.007 0. 0.007
6800 9 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008
6900 9 0.008 0. 0.008 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008
7000 9 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
7100 9 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009
7200 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
7300 9 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
7400 9 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009
7500 9 0.009 0. 0.009 0.008 0. 0.008 0.01 0. 0.01 0.009 0. 0.009
7600 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
7700 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
7800 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
7900 9 0.009 0. 0.009 0.009 0. 0.009 0.009 0. 0.009 0.011 0. 0.011
8000 9 0.009 0. 0.009 0.009 0. 0.009 0.009 0. 0.009 0.011 0. 0.011
8100 9 0.009 0. 0.009 0.01 0. 0.01 0.011 0. 0.011 0.011 0. 0.011
8200 9 0.009 0. 0.009 0.008 0. 0.008 0.011 0. 0.011 0.009 0. 0.009
8300 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01
8400 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01
8500 9 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011
8600 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.011 0. 0.011
8700 9 0.01 0. 0.01 0.011 0. 0.011 0.011 0. 0.011 0.011 0. 0.011
8800 9 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011 0.01 0. 0.01
8900 9 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011
9000 9 0.01 0. 0.01 0.01 0. 0.01 0.012 0. 0.012 0.011 0. 0.011
9100 9 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011 0.011 0. 0.011
9200 9 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011 0.012 0. 0.012
9300 9 0.011 0. 0.011 0.01 0. 0.01 0.012 0. 0.012 0.011 0. 0.011
9400 9 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011 0.012 0. 0.012
9500 9 0.011 0. 0.011 0.01 0. 0.01 0.013 0. 0.013 0.012 0. 0.012
9600 9 0.011 0. 0.011 0.01 0. 0.01 0.012 0. 0.012 0.012 0. 0.012
9700 9 0.011 0. 0.011 0.011 0. 0.011 0.013 0. 0.013 0.012 0. 0.012
9800 9 0.011 0. 0.011 0.01 0. 0.01 0.015 0. 0.015 0.012 0. 0.012
9900 9 0.011 0. 0.011 0.012 0. 0.012 0.013 0. 0.013 0.015 0. 0.015
10000 9 0.011 0. 0.011 0.011 0. 0.011 0.013 0. 0.013 0.014 0. 0.014
10100 9 0.011 0. 0.011 0.012 0. 0.012 0.015 0. 0.015 0.013 0. 0.013
10200 9 0.012 0. 0.012 0.012 0. 0.012 0.013 0. 0.013 0.014 0. 0.014
10300 9 0.011 0. 0.011 0.013 0. 0.013 0.013 0. 0.013 0.016 0. 0.016
10400 9 0.012 0. 0.012 0.012 0. 0.012 0.014 0. 0.013 0.013 0. 0.013
10500 9 0.012 0. 0.012 0.012 0. 0.012 0.014 0. 0.014 0.015 0. 0.015
10600 9 0.012 0. 0.012 0.012 0. 0.012 0.014 0. 0.014 0.013 0. 0.013
10700 9 0.013 0. 0.013 0.013 0. 0.013 0.015 0. 0.015 0.014 0. 0.014
10800 9 0.012 0. 0.012 0.012 0. 0.012 0.015 0. 0.015 0.014 0. 0.014
10900 9 0.012 0. 0.012 0.013 0. 0.013 0.013 0. 0.013 0.016 0. 0.016
11000 9 0.012 0. 0.012 0.013 0. 0.013 0.014 0. 0.014 0.014 0. 0.014
11100 9 0.012 0. 0.012 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014
11200 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.017 0. 0.017
11300 9 0.014 0. 0.014 0.013 0. 0.013 0.016 0. 0.016 0.014 0. 0.014
11400 9 0.013 0. 0.013 0.014 0. 0.014 0.014 0. 0.014 0.017 0. 0.017
11500 9 0.013 0. 0.013 0.013 0. 0.013 0.015 0. 0.015 0.014 0. 0.014
11600 9 0.013 0. 0.013 0.013 0. 0.013 0.015 0. 0.015 0.015 0. 0.015
11700 9 0.014 0. 0.014 0.013 0. 0.013 0.016 0. 0.016 0.017 0. 0.017
11800 9 0.013 0. 0.013 0.013 0. 0.013 0.015 0. 0.015 0.017 0. 0.017
11900 9 0.014 0. 0.014 0.015 0. 0.015 0.016 0. 0.016 0.019 0. 0.019
12000 9 0.014 0. 0.014 0.014 0. 0.014 0.017 0. 0.017 0.018 0. 0.018
12100 9 0.014 0. 0.014 0.014 0. 0.014 0.018 0. 0.018 0.018 0. 0.018
12200 9 0.014 0. 0.014 0.015 0. 0.015 0.016 0. 0.016 0.018 0. 0.018
12300 9 0.014 0. 0.014 0.014 0. 0.014 0.018 0. 0.018 0.018 0. 0.018
12400 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.016 0. 0.016
12500 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.017 0. 0.017
12600 9 0.015 0. 0.015 0.015 0. 0.015 0.019 0. 0.019 0.018 0. 0.018
12700 9 0.015 0. 0.015 0.014 0. 0.014 0.018 0. 0.018 0.018 0. 0.018
12800 9 0.014 0. 0.014 0.015 0. 0.015 0.018 0. 0.018 0.019 0. 0.019
12900 9 0.014 0. 0.014 0.015 0. 0.015 0.016 0. 0.016 0.019 0. 0.019
13000 9 0.015 0. 0.015 0.015 0. 0.015 0.019 0. 0.019 0.02 0. 0.02
13100 9 0.015 0. 0.015 0.015 0. 0.015 0.017 0. 0.017 0.018 0. 0.018
13200 9 0.015 0. 0.015 0.015 0. 0.015 0.02 0. 0.02 0.018 0. 0.018
13300 9 0.015 0. 0.015 0.017 0. 0.017 0.018 0. 0.018 0.021 0. 0.021
13400 9 0.016 0. 0.016 0.015 0. 0.015 0.019 0. 0.019 0.019 0. 0.019
13500 9 0.015 0. 0.015 0.016 0. 0.016 0.019 0. 0.019 0.021 0. 0.021
13600 9 0.015 0. 0.015 0.016 0. 0.016 0.018 0. 0.018 0.02 0. 0.02
13700 9 0.016 0. 0.016 0.016 0. 0.016 0.018 0. 0.018 0.019 0. 0.019
13800 9 0.016 0. 0.016 0.015 0. 0.015 0.021 0. 0.021 0.018 0. 0.018
13900 9 0.017 0. 0.017 0.018 0. 0.018 0.02 0. 0.02 0.019 0. 0.019
14000 9 0.016 0. 0.016 0.016 0. 0.016 0.02 0. 0.02 0.019 0. 0.019
14100 9 0.017 0. 0.017 0.018 0. 0.018 0.02 0. 0.02 0.019 0. 0.019
14200 9 0.016 0. 0.016 0.016 0. 0.016 0.02 0. 0.02 0.019 0. 0.019
14300 9 0.017 0. 0.017 0.016 0. 0.016 0.02 0. 0.02 0.019 0. 0.019
14400 9 0.017 0. 0.017 0.018 0. 0.018 0.023 0. 0.023 0.021 0. 0.021
14500 9 0.016 0. 0.016 0.016 0. 0.016 0.02 0. 0.02 0.021 0. 0.021
14600 9 0.017 0. 0.017 0.017 0. 0.017 0.02 0. 0.02 0.022 0. 0.022
14700 9 0.017 0. 0.017 0.017 0. 0.017 0.02 0. 0.02 0.023 0. 0.023
14800 9 0.017 0. 0.017 0.017 0. 0.017 0.021 0. 0.021 0.022 0. 0.022
14900 9 0.017 0. 0.017 0.018 0. 0.018 0.022 0. 0.022 0.021 0. 0.021
15000 9 0.018 0. 0.018 0.017 0. 0.017 0.022 0. 0.022 0.022 0. 0.022
15100 9 0.017 0. 0.017 0.018 0. 0.018 0.021 0. 0.021 0.024 0. 0.024
15200 9 0.017 0. 0.017 0.019 0. 0.019 0.022 0. 0.022 0.024 0. 0.024
15300 9 0.018 0. 0.018 0.02 0. 0.02 0.021 0. 0.021 0.024 0. 0.024
15400 9 0.018 0. 0.018 0.018 0. 0.018 0.022 0. 0.022 0.023 0. 0.023
15500 9 0.018 0. 0.018 0.018 0. 0.018 0.021 0. 0.021 0.023 0. 0.023
15600 9 0.018 0. 0.018 0.018 0. 0.018 0.022 0. 0.022 0.023 0. 0.023
15700 9 0.018 0. 0.018 0.019 0. 0.019 0.022 0. 0.022 0.025 0. 0.025
15800 9 0.019 0. 0.019 0.018 0. 0.018 0.023 0. 0.023 0.022 0. 0.022
15900 9 0.019 0. 0.019 0.019 0. 0.019 0.023 0. 0.023 0.023 0. 0.023
16000 9 0.019 0. 0.019 0.019 0. 0.019 0.024 0. 0.024 0.024 0. 0.024
16100 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.023 0. 0.023
16200 9 0.019 0. 0.019 0.019 0. 0.019 0.024 0. 0.024 0.023 0. 0.023
16300 9 0.019 0. 0.019 0.019 0. 0.019 0.025 0. 0.025 0.026 0. 0.026
16400 9 0.019 0. 0.019 0.019 0. 0.019 0.025 0. 0.025 0.026 0. 0.026
16500 9 0.019 0. 0.019 0.02 0. 0.02 0.025 0. 0.025 0.025 0. 0.025
16600 9 0.02 0. 0.02 0.02 0. 0.02 0.025 0. 0.025 0.025 0. 0.025
16700 9 0.02 0. 0.02 0.02 0. 0.02 0.025 0. 0.025 0.024 0. 0.024
16800 9 0.02 0. 0.02 0.02 0. 0.02 0.026 0. 0.026 0.025 0. 0.025
16900 9 0.019 0. 0.019 0.02 0. 0.02 0.025 0. 0.025 0.025 0. 0.025
17000 9 0.02 0. 0.02 0.02 0. 0.02 0.024 0. 0.024 0.025 0. 0.025
17100 9 0.02 0. 0.02 0.02 0. 0.02 0.025 0. 0.025 0.025 0. 0.025
17200 9 0.02 0. 0.02 0.021 0. 0.021 0.025 0. 0.025 0.025 0. 0.025
17300 9 0.019 0. 0.019 0.022 0. 0.022 0.024 0. 0.024 0.028 0. 0.028
17400 9 0.02 0. 0.02 0.022 0. 0.022 0.024 0. 0.024 0.027 0. 0.027
17500 9 0.021 0. 0.021 0.02 0. 0.02 0.027 0. 0.027 0.026 0. 0.026
17600 9 0.021 0. 0.021 0.021 0. 0.021 0.027 0. 0.027 0.026 0. 0.026
17700 9 0.022 0. 0.022 0.021 0. 0.021 0.028 0. 0.028 0.026 0.003 0.022
17800 9 0.021 0. 0.021 0.021 0. 0.021 0.027 0. 0.027 0.028 0. 0.028
17900 9 0.021 0. 0.021 0.021 0. 0.021 0.024 0. 0.024 0.027 0. 0.027
18000 9 0.021 0. 0.021 0.022 0. 0.022 0.026 0. 0.026 0.028 0. 0.028
18100 9 0.022 0. 0.022 0.022 0. 0.022 0.026 0. 0.026 0.029 0. 0.029
18200 9 0.022 0. 0.022 0.021 0. 0.021 0.028 0. 0.028 0.026 0. 0.026
18300 9 0.022 0. 0.022 0.022 0. 0.022 0.028 0. 0.028 0.028 0. 0.028
18400 9 0.021 0. 0.021 0.022 0. 0.022 0.028 0. 0.028 0.028 0. 0.028
18500 9 0.022 0. 0.022 0.022 0. 0.022 0.027 0. 0.027 0.03 0. 0.03
18600 9 0.023 0. 0.023 0.023 0. 0.023 0.027 0. 0.027 0.03 0. 0.03
18700 9 0.023 0. 0.023 0.022 0. 0.022 0.027 0. 0.027 0.027 0. 0.027
18800 9 0.021 0. 0.021 0.022 0. 0.022 0.026 0. 0.026 0.029 0. 0.029
18900 9 0.023 0. 0.023 0.023 0. 0.023 0.029 0. 0.029 0.028 0. 0.028
19000 9 0.022 0. 0.022 0.022 0. 0.022 0.027 0. 0.027 0.031 0. 0.031
19100 9 0.023 0. 0.023 0.023 0. 0.023 0.028 0. 0.028 0.03 0. 0.03
19200 9 0.023 0. 0.023 0.023 0. 0.023 0.029 0. 0.029 0.03 0. 0.03
19300 9 0.023 0. 0.023 0.024 0. 0.024 0.03 0. 0.03 0.03 0. 0.03
19400 9 0.023 0. 0.023 0.025 0. 0.025 0.029 0. 0.029 0.032 0. 0.032
19500 9 0.023 0. 0.023 0.024 0. 0.024 0.029 0. 0.029 0.03 0. 0.03
19600 9 0.025 0. 0.025 0.023 0. 0.023 0.031 0. 0.031 0.031 0. 0.031
19700 9 0.023 0. 0.023 0.025 0. 0.025 0.03 0. 0.03 0.031 0. 0.031
19800 9 0.024 0. 0.024 0.024 0. 0.024 0.031 0. 0.031 0.031 0. 0.031
19900 9 0.024 0. 0.024 0.024 0. 0.024 0.031 0. 0.031 0.031 0. 0.031
20000 9 0.023 0. 0.023 0.025 0. 0.025 0.031 0. 0.031 0.032 0. 0.032
