param-n abstract-intros-real abstract-intros-sys abstract-intros-user close-abstract-real close-abstract-sys close-abstract-user intros-real intros-sys intros-user
48 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
49 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
50 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
51 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
52 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
53 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
54 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
55 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
56 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
57 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
58 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
59 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
60 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
61 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
62 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
63 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
64 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
65 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
66 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
67 0.004 0. 0.004 0.003 0. 0.003 0. 0. 0.
68 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
69 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
70 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
71 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
72 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
73 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
74 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
75 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
76 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
77 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
78 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
79 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
80 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
81 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
82 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
83 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
84 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
85 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
86 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
87 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
88 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
89 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
90 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
91 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
92 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
93 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
94 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
95 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
96 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
97 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
98 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
99 0.004 0. 0.004 0.002 0. 0.002 0.002 0. 0.002
100 0.006 0. 0.006 0.003 0. 0.003 0.003 0. 0.003
150 0.074 0.007 0.066 0.067 0.007 0.059 0.006 0. 0.006
200 0.018 0. 0.018 0.009 0. 0.009 0.007 0. 0.007
250 0.031 0. 0.031 0.017 0. 0.017 0.012 0. 0.012
300 0.048 0. 0.048 0.028 0. 0.028 0.018 0. 0.018
350 0.071 0. 0.071 0.042 0. 0.042 0.027 0. 0.027
400 0.11 0. 0.11 0.072 0. 0.072 0.034 0. 0.034
450 0.136 0.003 0.133 0.087 0. 0.087 0.044 0.003 0.041
500 0.187 0. 0.187 0.12 0. 0.12 0.062 0. 0.062
550 0.26 0. 0.26 0.159 0. 0.159 0.094 0. 0.094
600 0.325 0.011 0.314 0.237 0. 0.237 0.081 0.011 0.069
650 0.369 0.003 0.365 0.254 0. 0.254 0.106 0.003 0.102
700 0.49 0.008 0.482 0.318 0. 0.318 0.125 0.008 0.117
750 0.54 0. 0.54 0.402 0. 0.402 0.126 0. 0.126
800 0.655 0.003 0.651 0.475 0. 0.475 0.167 0.003 0.163
850 0.81 0.007 0.803 0.601 0.003 0.597 0.177 0.003 0.174
900 0.989 0. 0.989 0.734 0. 0.734 0.238 0. 0.238
950 1.099 0.011 1.087 0.827 0.007 0.819 0.254 0.003 0.25
1000 1.204 0.004 1.2 0.943 0. 0.943 0.241 0.003 0.237
1050 1.458 0.007 1.45 1.15 0. 1.15 0.27 0.007 0.262
1100 1.643 0.007 1.635 1.295 0.003 1.291 0.308 0.003 0.304
1150 1.917 0.003 1.913 1.545 0. 1.545 0.33 0. 0.33
1200 2.128 0. 2.128 1.715 0. 1.715 0.384 0. 0.384
1250 2.432 0. 2.432 2.004 0. 2.004 0.396 0. 0.396
1300 2.767 0. 2.767 2.29 0. 2.29 0.442 0. 0.442
1350 3.093 0.003 3.089 2.529 0.003 2.525 0.527 0. 0.527
1400 3.439 0. 3.439 2.909 0. 2.909 0.49 0. 0.49
1450 3.956 0. 3.956 3.345 0. 3.346 0.542 0. 0.542
1500 4.357 0. 4.353 3.741 0. 3.741 0.534 0. 0.531
1550 4.989 0.007 4.979 4.329 0.007 4.321 0.591 0. 0.591
1600 5.428 0. 5.428 4.723 0. 4.723 0.643 0. 0.643
1650 6.11 0. 6.11 5.364 0. 5.364 0.676 0. 0.676
1700 6.59 0.007 6.582 5.802 0.003 5.798 0.714 0.003 0.71
1750 7.367 0. 7.367 6.551 0. 6.551 0.744 0. 0.744
1800 7.994 0. 7.994 7.135 0. 7.135 0.764 0. 0.764
1850 8.922 0. 8.922 7.974 0. 7.974 0.872 0. 0.872
1900 9.701 0. 9.699 8.744 0. 8.742 0.874 0. 0.874
1950 10.728 0. 10.728 9.627 0. 9.627 1.005 0. 1.005
