param-n build-real build-sys build-user build-and-typecheck-real build-and-typecheck-sys build-and-typecheck-user typecheck-real typecheck-sys typecheck-user
4100 0.03 0. 0.03 0.03 0. 0.03 0. 0. 0.
4200 0.024 0. 0.024 0.025 0. 0.025 0. 0. 0.
4300 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0.
4400 0.025 0. 0.025 0.026 0. 0.026 0. 0. 0.
4500 0.026 0. 0.026 0.026 0. 0.026 0. 0. 0.
4600 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0.
4700 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0.
4800 0.03 0. 0.03 0.03 0. 0.031 0. 0. 0.
4900 0.034 0. 0.034 0.034 0. 0.034 0. 0. 0.
5000 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0.
5100 0.032 0. 0.032 0.032 0. 0.032 0. 0. 0.
5200 0.034 0. 0.034 0.034 0. 0.034 0. 0. 0.
5300 0.035 0. 0.035 0.035 0. 0.035 0. 0. 0.
5400 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0.
5500 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0.
5600 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0.
5700 0.035 0. 0.035 0.036 0. 0.036 0. 0. 0.
5800 0.049 0. 0.049 0.049 0. 0.049 0. 0. 0.
5900 0.036 0. 0.036 0.036 0. 0.036 0. 0. 0.
6000 0.039 0. 0.039 0.039 0. 0.039 0. 0. 0.
6100 0.047 0. 0.047 0.047 0. 0.047 0. 0. 0.
6200 0.047 0. 0.047 0.047 0. 0.047 0. 0. 0.
6300 0.039 0. 0.039 0.039 0. 0.039 0. 0. 0.
6400 0.041 0. 0.041 0.041 0. 0.041 0. 0. 0.
6500 0.044 0.007 0.036 0.044 0.007 0.037 0. 0. 0.
6600 0.043 0. 0.043 0.043 0. 0.043 0. 0. 0.
6700 0.045 0. 0.045 0.046 0. 0.045 0. 0. 0.
6800 0.046 0. 0.046 0.046 0. 0.046 0. 0. 0.
6900 0.047 0. 0.047 0.047 0. 0.047 0. 0. 0.
7000 0.048 0. 0.048 0.048 0. 0.048 0. 0. 0.
7500 0.048 0. 0.048 0.048 0. 0.048 0. 0. 0.
8000 0.054 0. 0.054 0.054 0. 0.054 0. 0. 0.
8500 0.065 0. 0.065 0.065 0. 0.065 0. 0. 0.
9000 0.052 0. 0.052 0.052 0. 0.052 0. 0. 0.
9500 0.063 0.007 0.055 0.063 0.007 0.055 0. 0. 0.
10000 0.067 0.003 0.063 0.067 0.003 0.063 0. 0. 0.
10500 0.07 0. 0.07 0.07 0. 0.07 0. 0. 0.
11000 0.075 0.003 0.071 0.075 0.003 0.071 0. 0. 0.
11500 0.085 0. 0.085 0.086 0. 0.086 0. 0. 0.
12000 0.077 0. 0.077 0.077 0. 0.077 0. 0. 0.
12500 0.11 0. 0.11 0.11 0. 0.11 0. 0. 0.
13000 0.084 0. 0.084 0.084 0. 0.084 0. 0. 0.
13500 0.086 0. 0.086 0.086 0. 0.086 0. 0. 0.
14000 0.09 0. 0.09 0.09 0. 0.09 0. 0. 0.
14500 0.099 0. 0.099 0.099 0. 0.099 0. 0. 0.
