Params: a-n= 1100 , fact-n= 8
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.326 secs (0.326u,0.s) (success)
Params: a-n= 4400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.331 secs (0.331u,0.s) (success)
Params: a-n= 4500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.003 secs (0.003u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.333 secs (0.333u,0.s) (success)
Params: a-n= 4600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.335 secs (0.335u,0.s) (success)
Params: a-n= 4700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.334 secs (0.334u,0.s) (success)
Params: a-n= 4800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.339 secs (0.339u,0.s) (success)
Params: a-n= 4900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.343 secs (0.343u,0.s) (success)
Params: a-n= 5000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.004 secs (0.004u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.349 secs (0.349u,0.s) (success)
Params: a-n= 5100 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.35 secs (0.35u,0.s) (success)
Params: a-n= 5200 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.351 secs (0.351u,0.s) (success)
Params: a-n= 5300 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.352 secs (0.352u,0.s) (success)
Params: a-n= 5400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.36 secs (0.36u,0.s) (success)
Params: a-n= 5500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.365 secs (0.365u,0.s) (success)
Params: a-n= 5600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.364 secs (0.364u,0.s) (success)
Params: a-n= 5700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.365 secs (0.365u,0.s) (success)
Params: a-n= 5800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.004 secs (0.004u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.372 secs (0.372u,0.s) (success)
Params: a-n= 5900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.378 secs (0.378u,0.s) (success)
Params: a-n= 6000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.381 secs (0.381u,0.s) (success)
Params: a-n= 6100 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.378 secs (0.378u,0.s) (success)
Params: a-n= 6200 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.005 secs (0.005u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.413 secs (0.413u,0.s) (success)
Params: a-n= 6300 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.414 secs (0.414u,0.s) (success)
Params: a-n= 6400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.418 secs (0.418u,0.s) (success)
Params: a-n= 6500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.425 secs (0.425u,0.s) (success)
Params: a-n= 6600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.43 secs (0.43u,0.s) (success)
Params: a-n= 6700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.005 secs (0.005u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.431 secs (0.431u,0.s) (success)
Params: a-n= 6800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.439 secs (0.439u,0.s) (success)
Params: a-n= 6900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.006 secs (0.006u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.435 secs (0.435u,0.s) (success)
Params: a-n= 7000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.443 secs (0.443u,0.s) (success)
Params: a-n= 7100 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.446 secs (0.446u,0.s) (success)
Params: a-n= 7200 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.448 secs (0.448u,0.s) (success)
Params: a-n= 7300 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.425 secs (0.425u,0.s) (success)
Params: a-n= 7400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.426 secs (0.426u,0.s) (success)
Params: a-n= 7500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.441 secs (0.441u,0.s) (success)
Params: a-n= 7600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.439 secs (0.439u,0.s) (success)
Params: a-n= 7700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.443 secs (0.443u,0.s) (success)
Params: a-n= 7800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.439 secs (0.439u,0.s) (success)
Params: a-n= 7900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.006 secs (0.006u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.423 secs (0.423u,0.s) (success)
Params: a-n= 8000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.007 secs (0.007u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.424 secs (0.424u,0.s) (success)
Params: a-n= 8100 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.428 secs (0.428u,0.s) (success)
Params: a-n= 8200 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.431 secs (0.431u,0.s) (success)
Params: a-n= 8300 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.437 secs (0.437u,0.s) (success)
Params: a-n= 8400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.439 secs (0.439u,0.s) (success)
Params: a-n= 8500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.469 secs (0.469u,0.s) (success)
Params: a-n= 8600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.478 secs (0.478u,0.s) (success)
Params: a-n= 8700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.008 secs (0.008u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.474 secs (0.474u,0.s) (success)
Params: a-n= 8800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.481 secs (0.481u,0.s) (success)
Params: a-n= 8900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.483 secs (0.483u,0.s) (success)
Params: a-n= 9000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.488 secs (0.488u,0.s) (success)
Params: a-n= 9100 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.489 secs (0.489u,0.s) (success)
Params: a-n= 9200 , fact-n= 8
Tactic call beta-iota-slow ran for 0.007 secs (0.007u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.493 secs (0.493u,0.s) (success)
Params: a-n= 9300 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.496 secs (0.496u,0.s) (success)
Params: a-n= 9400 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.504 secs (0.504u,0.s) (success)
Params: a-n= 9500 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.504 secs (0.504u,0.s) (success)
Params: a-n= 9600 , fact-n= 8
Tactic call beta-iota-slow ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-slow ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.509 secs (0.509u,0.s) (success)
Params: a-n= 9700 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.546 secs (0.546u,0.s) (success)
Params: a-n= 9800 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.519 secs (0.519u,0.s) (success)
Params: a-n= 9900 , fact-n= 8
Tactic call beta-iota-slow ran for 0.008 secs (0.008u,0.s)
Tactic call unify-beta-iota-slow ran for 0.009 secs (0.009u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.545 secs (0.545u,0.s) (success)
Params: a-n= 10000 , fact-n= 8
Tactic call beta-iota-slow ran for 0.009 secs (0.009u,0.s)
Tactic call unify-beta-iota-slow ran for 0.01 secs (0.01u,0.s) (success)
Tactic call abstract-unify-beta-iota-slow ran for 0.554 secs (0.554u,0.s) (success)
