param-a-n param-fact-n beta-iota-fast-real beta-iota-fast-sys beta-iota-fast-user beta-iota-slow-real beta-iota-slow-sys beta-iota-slow-user unify-beta-iota-fast-real unify-beta-iota-fast-sys unify-beta-iota-fast-user unify-beta-iota-slow-real unify-beta-iota-slow-sys unify-beta-iota-slow-user
6400 9 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007
6500 9 0.006 0. 0.006 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007
6600 9 0.006 0. 0.006 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008
6700 9 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008
6800 9 0.007 0. 0.007 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008
6900 9 0.007 0. 0.007 0.008 0. 0.008 0.007 0. 0.007 0.008 0. 0.008
7000 9 0.007 0. 0.007 0.008 0. 0.008 0.007 0. 0.007 0.009 0. 0.009
7100 9 0.007 0. 0.007 0.008 0. 0.008 0.007 0. 0.007 0.009 0. 0.009
7200 9 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009
7300 9 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009
7400 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
7500 9 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
7600 9 0.007 0. 0.007 0.007 0. 0.007 0.008 0. 0.008 0.008 0. 0.008
7700 9 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
7800 9 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009
7900 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
8000 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
8100 9 0.008 0. 0.008 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
8200 9 0.009 0. 0.009 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
8300 9 0.009 0. 0.009 0.008 0. 0.008 0.009 0. 0.009 0.009 0. 0.009
8400 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01
8500 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01
8600 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.01 0. 0.01
8700 9 0.009 0. 0.009 0.009 0. 0.009 0.01 0. 0.01 0.011 0. 0.011
8800 9 0.01 0. 0.01 0.009 0. 0.009 0.011 0. 0.011 0.01 0. 0.01
8900 9 0.009 0. 0.009 0.009 0. 0.009 0.011 0. 0.011 0.01 0. 0.01
9000 9 0.009 0. 0.009 0.009 0. 0.009 0.011 0. 0.011 0.01 0. 0.01
9100 9 0.01 0. 0.01 0.01 0. 0.01 0.012 0. 0.012 0.01 0. 0.01
9200 9 0.009 0. 0.009 0.01 0. 0.01 0.011 0. 0.011 0.012 0. 0.012
9300 9 0.01 0. 0.01 0.009 0. 0.009 0.011 0. 0.011 0.011 0. 0.011
9400 9 0.01 0. 0.01 0.01 0. 0.01 0.011 0. 0.011 0.011 0. 0.011
9500 9 0.011 0. 0.011 0.01 0. 0.01 0.012 0. 0.012 0.011 0. 0.011
9600 9 0.01 0. 0.01 0.01 0. 0.01 0.012 0. 0.012 0.011 0. 0.011
9700 9 0.011 0. 0.011 0.011 0. 0.011 0.012 0. 0.012 0.011 0. 0.011
9800 9 0.011 0. 0.011 0.011 0. 0.011 0.012 0. 0.012 0.012 0. 0.012
9900 9 0.011 0.003 0.007 0.011 0. 0.011 0.013 0. 0.013 0.012 0. 0.012
10000 9 0.011 0.003 0.007 0.011 0. 0.011 0.013 0. 0.013 0.012 0. 0.012
10100 9 0.011 0. 0.011 0.011 0. 0.011 0.014 0. 0.014 0.012 0. 0.012
10200 9 0.011 0. 0.011 0.011 0. 0.011 0.014 0. 0.014 0.013 0. 0.013
10300 9 0.011 0. 0.011 0.011 0. 0.011 0.014 0. 0.014 0.013 0. 0.013
10400 9 0.012 0. 0.012 0.012 0. 0.012 0.015 0. 0.015 0.013 0. 0.013
10500 9 0.012 0. 0.012 0.012 0. 0.012 0.015 0. 0.015 0.014 0. 0.014
10600 9 0.012 0. 0.012 0.012 0. 0.012 0.016 0. 0.016 0.014 0. 0.014
10700 9 0.012 0. 0.012 0.012 0. 0.012 0.016 0. 0.016 0.014 0. 0.014
10800 9 0.012 0. 0.012 0.012 0. 0.012 0.016 0. 0.016 0.013 0. 0.013
10900 9 0.012 0. 0.012 0.011 0. 0.011 0.016 0. 0.016 0.013 0. 0.013
11000 9 0.013 0. 0.013 0.012 0. 0.012 0.016 0. 0.016 0.013 0. 0.013
11100 9 0.013 0. 0.013 0.012 0. 0.012 0.016 0. 0.016 0.013 0. 0.013
11200 9 0.013 0. 0.013 0.012 0. 0.012 0.014 0. 0.014 0.013 0. 0.013
11300 9 0.012 0. 0.012 0.012 0. 0.012 0.014 0. 0.014 0.015 0. 0.015
11400 9 0.012 0. 0.012 0.012 0. 0.012 0.014 0. 0.014 0.014 0. 0.014
11500 9 0.012 0. 0.012 0.013 0. 0.013 0.014 0. 0.014 0.014 0. 0.014
11600 9 0.012 0. 0.012 0.013 0. 0.013 0.014 0. 0.014 0.015 0. 0.015
11700 9 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014 0.015 0. 0.015
11800 9 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014 0.015 0. 0.015
11900 9 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014 0.015 0. 0.015
12000 9 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014 0.016 0. 0.016
12100 9 0.013 0. 0.013 0.013 0. 0.013 0.014 0. 0.014 0.014 0. 0.014
12200 9 0.013 0. 0.013 0.013 0. 0.013 0.016 0. 0.016 0.015 0. 0.015
12300 9 0.014 0. 0.014 0.013 0. 0.013 0.017 0. 0.017 0.016 0. 0.016
12400 9 0.013 0. 0.013 0.013 0. 0.013 0.016 0. 0.016 0.018 0. 0.018
12500 9 0.013 0. 0.013 0.013 0. 0.013 0.015 0. 0.015 0.015 0. 0.015
12600 9 0.013 0. 0.013 0.014 0. 0.014 0.015 0. 0.015 0.016 0. 0.016
12700 9 0.014 0. 0.014 0.014 0. 0.014 0.015 0. 0.015 0.017 0. 0.017
12800 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.017 0. 0.017
12900 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.017 0. 0.017
13000 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.017 0. 0.017
13100 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.016 0. 0.016
13200 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.016 0. 0.016
13300 9 0.014 0. 0.014 0.014 0. 0.014 0.016 0. 0.016 0.016 0. 0.016
13400 9 0.016 0. 0.016 0.015 0. 0.015 0.018 0. 0.018 0.016 0. 0.016
13500 9 0.016 0. 0.016 0.015 0. 0.015 0.021 0. 0.021 0.016 0. 0.016
13600 9 0.015 0. 0.015 0.015 0. 0.015 0.019 0. 0.019 0.017 0. 0.017
13700 9 0.015 0. 0.015 0.015 0. 0.015 0.017 0. 0.017 0.017 0. 0.017
13800 9 0.015 0. 0.015 0.015 0. 0.015 0.017 0. 0.017 0.017 0. 0.017
13900 9 0.016 0. 0.016 0.015 0. 0.015 0.017 0. 0.017 0.017 0. 0.017
14000 9 0.016 0. 0.016 0.016 0. 0.016 0.018 0. 0.018 0.017 0. 0.017
14100 9 0.015 0. 0.015 0.016 0. 0.016 0.018 0. 0.018 0.019 0. 0.019
14200 9 0.015 0. 0.015 0.016 0. 0.016 0.018 0. 0.018 0.019 0. 0.019
14300 9 0.016 0. 0.016 0.016 0. 0.016 0.018 0. 0.018 0.018 0. 0.018
14400 9 0.016 0. 0.016 0.016 0. 0.016 0.018 0. 0.018 0.018 0. 0.018
14500 9 0.017 0. 0.017 0.017 0. 0.017 0.018 0. 0.018 0.018 0. 0.018
14600 9 0.017 0. 0.017 0.017 0. 0.017 0.018 0. 0.018 0.019 0. 0.019
14700 9 0.017 0. 0.017 0.018 0. 0.018 0.02 0. 0.02 0.02 0. 0.02
14800 9 0.016 0. 0.016 0.017 0. 0.017 0.021 0. 0.021 0.022 0. 0.022
14900 9 0.017 0. 0.017 0.017 0. 0.017 0.02 0. 0.02 0.021 0. 0.021
15000 9 0.016 0. 0.016 0.017 0. 0.017 0.019 0. 0.019 0.019 0. 0.019
15100 9 0.017 0. 0.017 0.017 0. 0.017 0.019 0. 0.019 0.019 0. 0.019
15200 9 0.017 0. 0.017 0.016 0. 0.016 0.019 0. 0.019 0.019 0. 0.019
15300 9 0.017 0. 0.017 0.017 0. 0.017 0.019 0. 0.019 0.019 0. 0.019
15400 9 0.017 0. 0.017 0.017 0. 0.017 0.019 0. 0.019 0.019 0. 0.019
15500 9 0.017 0. 0.017 0.017 0. 0.017 0.019 0. 0.019 0.019 0. 0.019
15600 9 0.017 0. 0.017 0.017 0. 0.017 0.02 0. 0.02 0.02 0. 0.02
15700 9 0.017 0. 0.017 0.017 0. 0.017 0.02 0. 0.02 0.02 0. 0.02
15800 9 0.017 0. 0.017 0.018 0. 0.018 0.02 0. 0.02 0.02 0. 0.02
15900 9 0.017 0. 0.017 0.018 0. 0.018 0.02 0. 0.02 0.021 0. 0.021
16000 9 0.018 0. 0.018 0.018 0. 0.018 0.02 0. 0.02 0.022 0. 0.022
16100 9 0.018 0. 0.018 0.018 0. 0.018 0.021 0. 0.021 0.022 0. 0.022
16200 9 0.018 0. 0.018 0.018 0. 0.018 0.021 0. 0.021 0.023 0. 0.023
16300 9 0.019 0. 0.019 0.018 0. 0.018 0.022 0. 0.022 0.023 0. 0.023
16400 9 0.019 0. 0.019 0.018 0. 0.018 0.023 0. 0.023 0.021 0. 0.021
16500 9 0.019 0. 0.019 0.018 0. 0.018 0.024 0. 0.024 0.022 0.003 0.018
16600 9 0.019 0. 0.019 0.018 0. 0.018 0.024 0. 0.024 0.021 0. 0.021
16700 9 0.019 0. 0.019 0.018 0. 0.018 0.023 0. 0.023 0.021 0. 0.021
16800 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.022 0. 0.022
16900 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.022 0. 0.022
17000 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.023 0. 0.023
17100 9 0.019 0. 0.019 0.02 0. 0.02 0.022 0. 0.022 0.023 0. 0.023
17200 9 0.019 0. 0.019 0.02 0. 0.02 0.023 0. 0.023 0.026 0. 0.026
17300 9 0.019 0. 0.019 0.02 0. 0.02 0.022 0. 0.022 0.024 0. 0.024
17400 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.024 0. 0.024
17500 9 0.019 0. 0.019 0.019 0. 0.019 0.022 0. 0.022 0.023 0. 0.023
17600 9 0.019 0. 0.019 0.02 0. 0.02 0.023 0. 0.023 0.023 0. 0.023
17700 9 0.019 0. 0.019 0.02 0. 0.02 0.024 0. 0.024 0.023 0. 0.023
17800 9 0.02 0. 0.02 0.02 0. 0.02 0.023 0. 0.023 0.023 0. 0.023
17900 9 0.02 0. 0.02 0.02 0. 0.02 0.023 0. 0.023 0.026 0. 0.026
18000 9 0.02 0. 0.02 0.02 0. 0.02 0.023 0. 0.023 0.023 0. 0.023
18100 9 0.021 0. 0.021 0.02 0. 0.02 0.023 0. 0.023 0.023 0. 0.023
18200 9 0.02 0. 0.02 0.02 0. 0.02 0.024 0. 0.024 0.024 0. 0.024
18300 9 0.021 0. 0.021 0.021 0. 0.021 0.024 0. 0.024 0.024 0. 0.024
18400 9 0.021 0. 0.021 0.021 0. 0.021 0.024 0. 0.024 0.025 0. 0.025
18500 9 0.022 0. 0.022 0.021 0. 0.021 0.025 0. 0.025 0.027 0. 0.027
18600 9 0.022 0. 0.022 0.021 0. 0.021 0.027 0. 0.027 0.024 0. 0.024
18700 9 0.022 0. 0.022 0.021 0. 0.021 0.027 0. 0.027 0.024 0. 0.024
18800 9 0.021 0. 0.021 0.021 0. 0.021 0.028 0. 0.028 0.025 0. 0.025
18900 9 0.021 0. 0.021 0.022 0. 0.022 0.027 0. 0.027 0.025 0. 0.025
19000 9 0.021 0. 0.021 0.022 0.003 0.018 0.028 0. 0.028 0.026 0. 0.026
19100 9 0.021 0. 0.021 0.022 0. 0.022 0.027 0. 0.027 0.028 0. 0.028
19200 9 0.022 0. 0.022 0.022 0. 0.022 0.027 0. 0.027 0.028 0. 0.028
19300 9 0.021 0. 0.021 0.022 0. 0.022 0.027 0. 0.027 0.028 0. 0.028
19400 9 0.022 0. 0.022 0.021 0. 0.021 0.026 0. 0.026 0.025 0. 0.025
19500 9 0.021 0. 0.021 0.022 0. 0.022 0.025 0. 0.025 0.025 0. 0.025
19600 9 0.022 0. 0.022 0.021 0. 0.021 0.025 0. 0.025 0.025 0. 0.025
19700 9 0.022 0. 0.022 0.021 0. 0.021 0.025 0. 0.025 0.024 0. 0.024
19800 9 0.021 0. 0.021 0.021 0. 0.021 0.024 0. 0.024 0.024 0. 0.024
19900 9 0.021 0. 0.021 0.021 0. 0.021 0.026 0. 0.026 0.023 0. 0.023
20000 9 0.022 0. 0.022 0.02 0. 0.02 0.027 0. 0.027 0.022 0. 0.022
