param-n abstract-fast-conj-real abstract-fast-conj-sys abstract-fast-conj-user close-abstract-real close-abstract-sys close-abstract-user fast-conj-real fast-conj-sys fast-conj-user pose-build-and-refine-real pose-build-and-refine-sys pose-build-and-refine-user refine-real refine-sys refine-user
128 0.021 0. 0.021 0.005 0. 0.005 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
129 0.019 0. 0.019 0.006 0. 0.006 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
130 0.02 0. 0.02 0.006 0. 0.006 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
131 0.021 0.003 0.017 0.006 0. 0.006 0.015 0.003 0.011 0.015 0.003 0.011 0.001 0. 0.001
132 0.02 0. 0.02 0.006 0. 0.006 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
133 0.02 0. 0.02 0.006 0. 0.006 0.013 0. 0.013 0.013 0. 0.013 0.001 0. 0.001
134 0.023 0. 0.023 0.006 0. 0.006 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
135 0.02 0. 0.02 0.006 0. 0.006 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
136 0.021 0. 0.021 0.006 0. 0.006 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
137 0.023 0. 0.023 0.006 0. 0.006 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
138 0.021 0. 0.021 0.006 0. 0.006 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
139 0.021 0. 0.021 0.007 0. 0.007 0.014 0. 0.014 0.014 0. 0.014 0.001 0. 0.001
140 0.024 0. 0.024 0.007 0. 0.007 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
141 0.022 0. 0.022 0.007 0. 0.007 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
142 0.024 0. 0.024 0.008 0. 0.008 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
143 0.023 0. 0.023 0.007 0. 0.007 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
144 0.023 0. 0.023 0.007 0. 0.007 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
145 0.025 0. 0.025 0.007 0. 0.007 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
146 0.024 0.003 0.02 0.007 0.002 0.004 0.016 0. 0.015 0.016 0. 0.015 0.001 0. 0.001
147 0.023 0. 0.023 0.007 0. 0.007 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
148 0.024 0. 0.024 0.007 0. 0.007 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
149 0.023 0. 0.023 0.007 0. 0.007 0.015 0. 0.015 0.015 0. 0.015 0.001 0. 0.001
150 0.026 0. 0.026 0.007 0. 0.007 0.018 0. 0.018 0.018 0. 0.018 0.003 0. 0.003
151 0.024 0. 0.024 0.007 0. 0.007 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
152 0.024 0. 0.024 0.008 0. 0.008 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
153 0.026 0. 0.026 0.008 0. 0.008 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
154 0.025 0. 0.025 0.008 0. 0.008 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
155 0.027 0. 0.027 0.008 0. 0.008 0.018 0. 0.018 0.018 0. 0.018 0.003 0. 0.003
156 0.025 0. 0.025 0.008 0. 0.008 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
157 0.025 0. 0.025 0.008 0. 0.008 0.016 0. 0.016 0.016 0. 0.016 0.001 0. 0.001
158 0.026 0. 0.026 0.008 0. 0.008 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
159 0.026 0. 0.026 0.008 0. 0.008 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
160 0.028 0. 0.028 0.008 0. 0.008 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
161 0.026 0. 0.026 0.009 0. 0.009 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
162 0.027 0. 0.027 0.009 0. 0.009 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
163 0.028 0. 0.028 0.009 0. 0.009 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
164 0.027 0. 0.027 0.009 0. 0.009 0.017 0. 0.017 0.017 0. 0.017 0.001 0. 0.001
165 0.028 0. 0.028 0.009 0. 0.009 0.019 0. 0.019 0.018 0. 0.018 0.001 0. 0.001
166 0.028 0. 0.028 0.009 0. 0.009 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
167 0.03 0. 0.03 0.009 0. 0.009 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
168 0.028 0. 0.028 0.009 0. 0.009 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
169 0.032 0. 0.032 0.01 0. 0.01 0.021 0. 0.021 0.021 0. 0.021 0.005 0. 0.005
170 0.028 0. 0.028 0.01 0. 0.01 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
171 0.029 0. 0.029 0.01 0. 0.01 0.018 0. 0.018 0.018 0. 0.018 0.001 0. 0.001
172 0.029 0. 0.029 0.01 0. 0.01 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
173 0.029 0. 0.029 0.01 0. 0.01 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
174 0.032 0. 0.032 0.01 0. 0.01 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
175 0.03 0. 0.03 0.01 0. 0.01 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
176 0.031 0. 0.031 0.01 0. 0.01 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
177 0.03 0. 0.03 0.01 0. 0.01 0.019 0. 0.019 0.019 0. 0.019 0.001 0. 0.001
178 0.033 0. 0.033 0.011 0. 0.011 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
179 0.031 0. 0.031 0.011 0. 0.011 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
180 0.033 0. 0.033 0.01 0. 0.01 0.022 0. 0.022 0.022 0. 0.022 0.001 0. 0.001
181 0.033 0. 0.033 0.011 0. 0.011 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
182 0.037 0. 0.037 0.011 0. 0.011 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
183 0.032 0. 0.032 0.011 0. 0.011 0.02 0. 0.02 0.02 0. 0.02 0.001 0. 0.001
184 0.034 0. 0.034 0.011 0. 0.011 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
185 0.033 0. 0.033 0.011 0. 0.011 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
186 0.037 0. 0.037 0.012 0. 0.012 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
187 0.033 0. 0.033 0.012 0. 0.012 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
188 0.036 0. 0.036 0.011 0. 0.011 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
189 0.035 0. 0.035 0.012 0. 0.012 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
190 0.038 0. 0.038 0.012 0. 0.012 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
191 0.034 0. 0.034 0.012 0. 0.012 0.021 0. 0.021 0.021 0. 0.021 0.001 0. 0.001
192 0.036 0. 0.036 0.012 0. 0.012 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
193 0.036 0. 0.036 0.012 0. 0.012 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
194 0.038 0. 0.038 0.013 0. 0.013 0.025 0. 0.025 0.025 0. 0.025 0.001 0. 0.001
195 0.036 0. 0.036 0.013 0. 0.013 0.022 0. 0.022 0.022 0. 0.022 0.002 0. 0.002
196 0.038 0. 0.038 0.013 0. 0.013 0.024 0. 0.024 0.024 0. 0.024 0.001 0. 0.001
197 0.038 0. 0.038 0.015 0. 0.015 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
198 0.037 0. 0.037 0.013 0. 0.013 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
199 0.039 0. 0.039 0.015 0. 0.015 0.023 0. 0.023 0.023 0. 0.023 0.001 0. 0.001
200 0.037 0. 0.037 0.014 0. 0.014 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
201 0.042 0. 0.042 0.014 0. 0.014 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
202 0.038 0. 0.038 0.014 0. 0.014 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
203 0.04 0. 0.04 0.014 0. 0.014 0.026 0. 0.026 0.026 0. 0.026 0.001 0. 0.001
204 0.038 0. 0.038 0.014 0. 0.014 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
205 0.044 0. 0.044 0.014 0. 0.014 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
206 0.039 0. 0.039 0.015 0. 0.015 0.024 0. 0.024 0.023 0. 0.023 0.002 0. 0.002
207 0.039 0. 0.039 0.015 0. 0.015 0.023 0. 0.023 0.023 0. 0.023 0.002 0. 0.002
208 0.04 0. 0.04 0.015 0. 0.015 0.025 0. 0.025 0.025 0. 0.025 0.003 0. 0.003
209 0.039 0. 0.039 0.015 0. 0.015 0.024 0. 0.024 0.024 0. 0.024 0.002 0. 0.002
210 0.043 0. 0.042 0.015 0. 0.015 0.028 0. 0.027 0.026 0. 0.026 0.001 0. 0.001
211 0.04 0. 0.04 0.015 0. 0.015 0.024 0. 0.024 0.024 0. 0.024 0.002 0. 0.002
212 0.044 0. 0.044 0.015 0. 0.015 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
213 0.044 0. 0.044 0.018 0. 0.018 0.025 0. 0.025 0.025 0. 0.025 0.002 0. 0.002
214 0.041 0. 0.041 0.016 0. 0.016 0.025 0. 0.025 0.025 0. 0.025 0.002 0. 0.002
215 0.046 0. 0.046 0.016 0. 0.016 0.029 0. 0.029 0.029 0. 0.029 0.002 0. 0.002
216 0.042 0. 0.042 0.016 0. 0.016 0.025 0. 0.025 0.025 0. 0.025 0.002 0. 0.002
217 0.045 0. 0.045 0.016 0. 0.016 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
218 0.047 0. 0.047 0.019 0. 0.019 0.027 0. 0.027 0.027 0. 0.027 0.002 0. 0.002
219 0.043 0. 0.043 0.016 0. 0.016 0.026 0. 0.026 0.026 0. 0.026 0.002 0. 0.002
220 0.045 0. 0.045 0.016 0. 0.016 0.028 0. 0.028 0.028 0. 0.028 0.001 0. 0.001
221 0.043 0. 0.043 0.017 0. 0.017 0.026 0. 0.026 0.026 0. 0.026 0.002 0. 0.002
222 0.049 0. 0.049 0.017 0. 0.017 0.031 0. 0.031 0.031 0. 0.031 0.002 0. 0.002
223 0.047 0.003 0.043 0.016 0. 0.016 0.03 0.003 0.026 0.03 0.003 0.026 0.001 0. 0.001
224 0.046 0. 0.046 0.017 0. 0.017 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
225 0.052 0. 0.052 0.018 0. 0.018 0.034 0. 0.034 0.033 0. 0.033 0.002 0. 0.002
226 0.047 0. 0.047 0.019 0. 0.019 0.027 0. 0.027 0.027 0. 0.027 0.002 0. 0.002
227 0.048 0. 0.048 0.018 0. 0.018 0.029 0. 0.029 0.029 0. 0.029 0.002 0. 0.002
228 0.051 0. 0.051 0.018 0. 0.018 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
229 0.049 0.003 0.045 0.019 0.003 0.015 0.029 0. 0.029 0.029 0. 0.029 0.002 0. 0.002
230 0.047 0. 0.047 0.019 0. 0.019 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
231 0.049 0. 0.049 0.019 0. 0.019 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
232 0.05 0. 0.05 0.02 0. 0.02 0.029 0. 0.029 0.029 0. 0.029 0.002 0. 0.002
233 0.048 0. 0.048 0.019 0. 0.019 0.028 0. 0.028 0.028 0. 0.028 0.002 0. 0.002
234 0.05 0. 0.05 0.019 0. 0.019 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
235 0.052 0. 0.052 0.021 0. 0.021 0.031 0. 0.031 0.031 0. 0.031 0.002 0. 0.002
236 0.05 0. 0.05 0.02 0. 0.02 0.029 0. 0.029 0.029 0. 0.029 0.002 0. 0.002
237 0.053 0. 0.053 0.02 0. 0.02 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
238 0.051 0.003 0.047 0.021 0.003 0.017 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
239 0.051 0. 0.051 0.021 0. 0.021 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
240 0.052 0. 0.052 0.021 0. 0.021 0.031 0. 0.031 0.031 0. 0.031 0.002 0. 0.002
241 0.053 0.003 0.049 0.023 0.003 0.019 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
242 0.053 0. 0.053 0.021 0. 0.021 0.032 0. 0.032 0.032 0. 0.032 0.002 0. 0.002
243 0.055 0. 0.055 0.021 0. 0.021 0.033 0. 0.033 0.033 0. 0.033 0.002 0. 0.002
244 0.055 0. 0.055 0.02 0. 0.02 0.034 0. 0.034 0.034 0. 0.034 0.007 0. 0.007
245 0.052 0. 0.052 0.021 0. 0.021 0.03 0. 0.03 0.03 0. 0.03 0.002 0. 0.002
246 0.058 0. 0.058 0.022 0. 0.022 0.035 0. 0.035 0.035 0. 0.035 0.002 0. 0.002
