param-n build-and-open-real build-and-open-sys build-and-open-user open-constr-real open-constr-sys open-constr-user uconstr-real uconstr-sys uconstr-user
45 0.004 0. 0.004 0. 0. 0. 0.003 0. 0.003
46 0.004 0. 0.004 0. 0. 0. 0.003 0. 0.003
47 0.004 0. 0.004 0. 0. 0. 0.003 0. 0.003
48 0.004 0. 0.004 0. 0. 0. 0.003 0. 0.003
49 0.004 0. 0.004 0. 0. 0. 0.003 0. 0.003
50 0.004 0. 0.004 0. 0. 0. 0.004 0. 0.004
51 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
52 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
53 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
54 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
55 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
56 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
57 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
58 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
59 0.005 0. 0.005 0. 0. 0. 0.004 0. 0.004
60 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
61 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
62 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
63 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
64 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
65 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
66 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
67 0.006 0. 0.006 0.001 0. 0.001 0.005 0. 0.005
68 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
69 0.007 0. 0.007 0.001 0. 0.001 0.005 0. 0.005
70 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
71 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
72 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
73 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
74 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
75 0.008 0. 0.008 0.001 0. 0.001 0.007 0. 0.007
76 0.007 0. 0.007 0.001 0. 0.001 0.006 0. 0.006
77 0.008 0. 0.008 0.001 0. 0.001 0.006 0. 0.006
78 0.008 0. 0.008 0.001 0. 0.001 0.006 0. 0.006
79 0.008 0. 0.008 0.001 0. 0.001 0.007 0. 0.007
80 0.008 0. 0.008 0.001 0. 0.001 0.007 0. 0.007
81 0.009 0. 0.009 0.001 0. 0.001 0.008 0. 0.008
82 0.008 0. 0.008 0.001 0. 0.001 0.007 0. 0.007
83 0.009 0. 0.009 0.001 0. 0.001 0.007 0. 0.007
84 0.009 0. 0.009 0.001 0. 0.001 0.007 0. 0.007
85 0.009 0. 0.009 0.001 0. 0.001 0.007 0. 0.007
86 0.009 0. 0.009 0.001 0. 0.001 0.007 0. 0.007
87 0.012 0. 0.012 0.002 0. 0.002 0.009 0. 0.009
88 0.01 0. 0.01 0.001 0. 0.001 0.008 0. 0.008
89 0.01 0. 0.01 0.001 0. 0.001 0.008 0. 0.008
90 0.011 0. 0.011 0.002 0. 0.002 0.008 0. 0.008
91 0.01 0. 0.01 0.001 0. 0.001 0.008 0. 0.008
92 0.01 0. 0.01 0.001 0. 0.001 0.008 0. 0.008
93 0.01 0. 0.01 0.001 0. 0.001 0.008 0. 0.008
94 0.011 0. 0.011 0.002 0. 0.002 0.009 0. 0.009
95 0.01 0. 0.01 0.002 0. 0.002 0.008 0. 0.008
96 0.01 0. 0.01 0.002 0. 0.002 0.008 0. 0.008
97 0.012 0. 0.012 0.002 0. 0.002 0.01 0. 0.01
98 0.012 0. 0.012 0.002 0. 0.002 0.009 0. 0.009
99 0.011 0. 0.011 0.002 0. 0.002 0.009 0. 0.009
100 0.011 0. 0.011 0.002 0. 0.002 0.009 0. 0.009
101 0.013 0. 0.013 0.002 0. 0.002 0.011 0. 0.011
102 0.013 0. 0.013 0.002 0. 0.002 0.01 0. 0.01
103 0.012 0. 0.012 0.002 0. 0.002 0.01 0. 0.01
104 0.012 0. 0.012 0.002 0. 0.002 0.009 0. 0.009
105 0.014 0. 0.014 0.004 0. 0.004 0.01 0. 0.01
106 0.013 0. 0.013 0.002 0. 0.002 0.011 0. 0.011
107 0.013 0. 0.013 0.002 0. 0.002 0.01 0. 0.01
108 0.013 0. 0.013 0.002 0. 0.002 0.011 0. 0.011
109 0.013 0. 0.013 0.002 0. 0.002 0.01 0. 0.01
110 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
111 0.013 0. 0.013 0.002 0. 0.002 0.01 0. 0.01
112 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
113 0.014 0. 0.014 0.003 0. 0.003 0.011 0. 0.011
114 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
115 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
116 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
117 0.016 0. 0.016 0.002 0. 0.002 0.013 0. 0.013
118 0.014 0. 0.014 0.002 0. 0.002 0.011 0. 0.011
119 0.015 0. 0.015 0.003 0. 0.003 0.011 0. 0.011
120 0.015 0. 0.015 0.003 0. 0.003 0.011 0. 0.011
121 0.017 0. 0.017 0.003 0. 0.003 0.014 0. 0.014
122 0.016 0. 0.016 0.003 0. 0.003 0.013 0. 0.013
123 0.015 0. 0.015 0.003 0. 0.003 0.012 0. 0.012
124 0.017 0. 0.017 0.003 0. 0.003 0.013 0. 0.013
125 0.016 0. 0.016 0.003 0. 0.003 0.012 0. 0.012
126 0.016 0. 0.016 0.003 0. 0.003 0.013 0. 0.013
127 0.016 0. 0.016 0.003 0. 0.003 0.013 0. 0.013
128 0.019 0. 0.019 0.003 0. 0.003 0.016 0. 0.016
129 0.016 0. 0.016 0.003 0. 0.003 0.013 0. 0.013
130 0.017 0. 0.017 0.003 0. 0.003 0.013 0. 0.013
131 0.018 0.003 0.014 0.003 0. 0.003 0.014 0.003 0.01
132 0.017 0. 0.017 0.003 0. 0.003 0.013 0. 0.013
133 0.017 0. 0.017 0.003 0. 0.003 0.013 0. 0.013
134 0.02 0. 0.02 0.003 0. 0.003 0.016 0. 0.016
135 0.018 0. 0.018 0.003 0. 0.003 0.014 0. 0.014
136 0.019 0. 0.019 0.003 0. 0.003 0.015 0. 0.015
137 0.019 0. 0.019 0.003 0. 0.003 0.015 0. 0.015
138 0.018 0. 0.018 0.003 0. 0.003 0.014 0. 0.014
139 0.018 0. 0.018 0.003 0. 0.003 0.014 0. 0.014
140 0.022 0. 0.022 0.003 0. 0.003 0.018 0. 0.018
141 0.019 0. 0.019 0.004 0. 0.004 0.015 0. 0.015
142 0.019 0. 0.019 0.004 0. 0.004 0.015 0. 0.015
143 0.021 0. 0.021 0.004 0. 0.004 0.017 0. 0.017
144 0.019 0. 0.02 0.004 0. 0.004 0.015 0. 0.015
145 0.021 0. 0.021 0.004 0. 0.004 0.016 0. 0.016
146 0.022 0. 0.022 0.004 0. 0.004 0.018 0. 0.018
147 0.02 0. 0.02 0.004 0. 0.004 0.016 0. 0.016
148 0.024 0. 0.024 0.008 0. 0.008 0.016 0. 0.016
149 0.021 0. 0.021 0.004 0. 0.004 0.016 0. 0.016
150 0.021 0. 0.021 0.004 0. 0.004 0.016 0. 0.016
151 0.027 0. 0.027 0.004 0. 0.004 0.022 0. 0.022
152 0.021 0. 0.021 0.004 0. 0.004 0.016 0. 0.016
153 0.021 0. 0.021 0.004 0. 0.004 0.017 0. 0.017
154 0.022 0. 0.022 0.004 0. 0.004 0.017 0. 0.017
155 0.023 0. 0.023 0.004 0. 0.004 0.018 0. 0.018
156 0.023 0. 0.023 0.004 0. 0.004 0.018 0. 0.018
157 0.022 0. 0.022 0.004 0. 0.004 0.017 0. 0.017
158 0.023 0. 0.023 0.005 0. 0.005 0.017 0. 0.017
159 0.023 0. 0.023 0.005 0. 0.005 0.018 0. 0.018
160 0.024 0. 0.024 0.005 0. 0.005 0.019 0. 0.019
161 0.025 0. 0.025 0.005 0. 0.005 0.02 0. 0.02
162 0.023 0. 0.023 0.005 0. 0.005 0.018 0. 0.018
163 0.031 0. 0.031 0.011 0. 0.011 0.019 0. 0.019
164 0.026 0. 0.026 0.005 0. 0.005 0.02 0. 0.02
165 0.024 0. 0.024 0.005 0. 0.005 0.019 0. 0.019
166 0.036 0. 0.036 0.005 0. 0.005 0.031 0. 0.031
167 0.025 0. 0.025 0.005 0. 0.005 0.019 0. 0.019
168 0.028 0. 0.028 0.005 0. 0.005 0.022 0. 0.022
169 0.025 0. 0.025 0.006 0. 0.005 0.019 0. 0.019
170 0.029 0. 0.029 0.008 0. 0.008 0.02 0. 0.02
171 0.026 0. 0.026 0.006 0. 0.006 0.02 0. 0.02
172 0.026 0. 0.026 0.006 0. 0.006 0.02 0. 0.02
173 0.026 0. 0.026 0.006 0. 0.006 0.02 0. 0.02
174 0.026 0. 0.026 0.006 0. 0.006 0.02 0. 0.02
175 0.028 0. 0.028 0.006 0. 0.006 0.022 0. 0.022
176 0.027 0. 0.027 0.006 0. 0.006 0.021 0. 0.021
177 0.028 0. 0.028 0.006 0. 0.006 0.022 0. 0.022
178 0.029 0. 0.029 0.006 0. 0.006 0.023 0. 0.023
179 0.03 0. 0.03 0.006 0. 0.006 0.024 0. 0.024
180 0.028 0. 0.028 0.006 0. 0.006 0.021 0. 0.021
181 0.031 0. 0.031 0.006 0. 0.006 0.024 0. 0.024
182 0.029 0. 0.029 0.006 0. 0.006 0.022 0. 0.022
183 0.034 0. 0.034 0.006 0. 0.006 0.027 0. 0.027
184 0.029 0. 0.029 0.006 0. 0.006 0.022 0. 0.022
185 0.031 0. 0.031 0.006 0. 0.006 0.025 0. 0.025
186 0.029 0. 0.029 0.006 0. 0.006 0.022 0. 0.022
187 0.035 0. 0.035 0.007 0. 0.007 0.028 0. 0.028
188 0.03 0. 0.03 0.007 0. 0.007 0.023 0. 0.023
189 0.033 0. 0.033 0.007 0. 0.007 0.026 0. 0.026
190 0.032 0. 0.032 0.007 0. 0.007 0.025 0. 0.024
191 0.034 0. 0.034 0.007 0. 0.007 0.027 0. 0.027
192 0.031 0. 0.031 0.007 0. 0.007 0.024 0. 0.024
193 0.032 0. 0.032 0.007 0. 0.007 0.024 0. 0.024
194 0.032 0. 0.032 0.007 0. 0.007 0.024 0. 0.024
195 0.034 0. 0.034 0.007 0. 0.007 0.026 0. 0.026
196 0.038 0. 0.038 0.013 0. 0.013 0.025 0. 0.025
197 0.033 0. 0.033 0.007 0. 0.007 0.025 0. 0.025
198 0.043 0. 0.043 0.007 0. 0.007 0.035 0. 0.035
199 0.033 0. 0.033 0.007 0. 0.007 0.025 0. 0.025
200 0.036 0. 0.036 0.008 0. 0.008 0.028 0. 0.028
201 0.033 0. 0.033 0.008 0. 0.008 0.025 0. 0.025
202 0.039 0. 0.039 0.008 0. 0.008 0.031 0. 0.031
203 0.045 0. 0.045 0.017 0. 0.017 0.027 0. 0.027
204 0.034 0. 0.034 0.008 0. 0.008 0.026 0. 0.026
205 0.045 0. 0.045 0.008 0. 0.008 0.036 0. 0.036
206 0.035 0. 0.035 0.008 0. 0.008 0.026 0. 0.026
207 0.037 0. 0.037 0.008 0. 0.008 0.028 0. 0.028
208 0.035 0. 0.035 0.008 0. 0.008 0.027 0. 0.027
209 0.038 0. 0.038 0.008 0. 0.008 0.029 0. 0.029
210 0.038 0. 0.038 0.008 0. 0.008 0.029 0. 0.029
211 0.037 0. 0.037 0.008 0. 0.008 0.028 0. 0.028
212 0.041 0. 0.041 0.008 0. 0.008 0.032 0. 0.032
213 0.047 0. 0.047 0.019 0. 0.019 0.028 0. 0.028
214 0.039 0. 0.039 0.009 0. 0.009 0.029 0. 0.029
215 0.041 0. 0.041 0.009 0. 0.009 0.032 0. 0.032
216 0.038 0. 0.038 0.009 0. 0.009 0.029 0. 0.029
217 0.038 0. 0.038 0.009 0. 0.009 0.029 0. 0.029
218 0.039 0.003 0.035 0.009 0.003 0.005 0.029 0. 0.029
219 0.038 0. 0.038 0.009 0. 0.009 0.029 0. 0.029
220 0.04 0. 0.04 0.009 0. 0.009 0.03 0. 0.03
221 0.04 0. 0.04 0.011 0. 0.011 0.029 0. 0.029
222 0.041 0. 0.041 0.009 0. 0.009 0.03 0. 0.03
223 0.042 0. 0.042 0.009 0. 0.009 0.032 0. 0.032
224 0.042 0. 0.042 0.011 0. 0.011 0.031 0. 0.031
225 0.042 0. 0.042 0.01 0. 0.01 0.031 0. 0.031
226 0.042 0. 0.042 0.01 0. 0.01 0.031 0. 0.031
227 0.043 0. 0.043 0.011 0. 0.011 0.032 0. 0.032
228 0.042 0. 0.042 0.01 0. 0.01 0.032 0. 0.032
229 0.043 0. 0.043 0.01 0. 0.01 0.032 0. 0.032
230 0.043 0. 0.043 0.01 0. 0.01 0.032 0. 0.032
231 0.042 0. 0.042 0.01 0. 0.01 0.032 0. 0.032
232 0.043 0. 0.043 0.01 0. 0.01 0.032 0. 0.032
233 0.044 0. 0.044 0.01 0. 0.01 0.033 0. 0.033
234 0.056 0.003 0.052 0.022 0.003 0.018 0.034 0. 0.034
235 0.043 0. 0.043 0.011 0. 0.01 0.032 0. 0.032
236 0.051 0. 0.051 0.011 0. 0.011 0.039 0. 0.039
237 0.047 0. 0.047 0.011 0. 0.011 0.036 0. 0.036
238 0.044 0. 0.044 0.011 0. 0.011 0.033 0. 0.033
239 0.049 0. 0.049 0.011 0. 0.011 0.037 0. 0.037
240 0.049 0. 0.049 0.011 0. 0.011 0.037 0. 0.037
241 0.049 0. 0.049 0.013 0. 0.013 0.035 0. 0.035
242 0.046 0. 0.046 0.011 0. 0.011 0.034 0. 0.034
243 0.046 0. 0.046 0.011 0. 0.011 0.034 0. 0.034
244 0.047 0. 0.047 0.012 0. 0.012 0.035 0. 0.035
245 0.053 0. 0.053 0.016 0. 0.016 0.037 0. 0.037
246 0.047 0. 0.047 0.012 0. 0.012 0.034 0. 0.034
247 0.051 0. 0.051 0.012 0. 0.012 0.038 0. 0.038
248 0.049 0. 0.049 0.012 0. 0.012 0.037 0. 0.037
249 0.051 0. 0.051 0.012 0. 0.012 0.039 0. 0.039
250 0.06 0. 0.06 0.024 0. 0.024 0.035 0. 0.035
251 0.048 0. 0.048 0.012 0. 0.012 0.035 0. 0.035
252 0.057 0. 0.057 0.012 0. 0.012 0.044 0. 0.044
253 0.053 0.003 0.049 0.012 0. 0.012 0.04 0.003 0.036
254 0.052 0. 0.052 0.013 0. 0.013 0.039 0. 0.039
255 0.064 0. 0.064 0.026 0. 0.026 0.037 0. 0.037
256 0.05 0. 0.05 0.013 0. 0.013 0.037 0. 0.037
257 0.106 0.003 0.102 0.061 0.003 0.057 0.044 0. 0.044
258 0.098 0. 0.098 0.05 0. 0.05 0.047 0. 0.047
259 0.095 0. 0.095 0.049 0. 0.049 0.045 0. 0.045
260 0.089 0. 0.089 0.044 0. 0.044 0.044 0. 0.044
261 0.074 0. 0.074 0.03 0. 0.03 0.043 0. 0.043
262 0.08 0. 0.08 0.035 0. 0.035 0.044 0. 0.044
263 0.08 0.003 0.076 0.036 0.003 0.033 0.043 0. 0.043
264 0.08 0.004 0.076 0.036 0.004 0.032 0.043 0. 0.043
265 0.078 0. 0.078 0.034 0. 0.034 0.043 0. 0.043
266 0.079 0. 0.079 0.035 0. 0.035 0.043 0. 0.043
267 0.109 0. 0.109 0.057 0. 0.057 0.052 0. 0.052
268 0.099 0. 0.099 0.05 0. 0.05 0.049 0. 0.049
269 0.096 0. 0.096 0.047 0. 0.047 0.049 0. 0.049
270 0.09 0. 0.09 0.042 0. 0.042 0.047 0. 0.047
271 0.081 0. 0.081 0.036 0. 0.036 0.045 0. 0.045
272 0.082 0. 0.082 0.036 0. 0.036 0.046 0. 0.046
273 0.084 0. 0.084 0.037 0. 0.037 0.047 0. 0.047
274 0.083 0. 0.083 0.036 0. 0.036 0.046 0. 0.046
275 0.085 0. 0.085 0.037 0. 0.037 0.048 0. 0.048
276 0.079 0. 0.079 0.032 0. 0.032 0.047 0. 0.047
277 0.114 0. 0.114 0.058 0. 0.058 0.055 0. 0.055
278 0.106 0. 0.106 0.054 0. 0.054 0.052 0. 0.052
279 0.104 0.003 0.1 0.05 0.003 0.046 0.054 0. 0.054
280 0.096 0.004 0.092 0.042 0.004 0.038 0.054 0. 0.054
281 0.091 0. 0.091 0.04 0. 0.04 0.05 0. 0.05
282 0.093 0.003 0.089 0.042 0.003 0.038 0.05 0. 0.05
283 0.09 0. 0.09 0.039 0. 0.039 0.05 0. 0.05
284 0.091 0. 0.091 0.039 0. 0.039 0.051 0. 0.051
285 0.093 0. 0.093 0.04 0. 0.04 0.052 0. 0.052
286 0.116 0. 0.116 0.063 0. 0.063 0.052 0. 0.052
287 0.114 0. 0.114 0.056 0. 0.056 0.058 0. 0.058
288 0.109 0. 0.109 0.051 0. 0.051 0.057 0. 0.057
289 0.092 0. 0.092 0.035 0. 0.035 0.056 0. 0.056
290 0.093 0. 0.093 0.041 0. 0.041 0.052 0. 0.052
291 0.095 0. 0.095 0.042 0. 0.042 0.053 0. 0.053
292 0.095 0. 0.095 0.041 0. 0.041 0.053 0. 0.053
293 0.098 0. 0.098 0.042 0. 0.042 0.055 0. 0.055
294 0.098 0. 0.098 0.043 0. 0.043 0.054 0. 0.054
295 0.125 0. 0.125 0.068 0. 0.068 0.057 0. 0.057
296 0.122 0. 0.122 0.06 0. 0.06 0.061 0. 0.061
297 0.114 0. 0.114 0.053 0. 0.053 0.061 0. 0.061
298 0.102 0. 0.102 0.044 0. 0.044 0.057 0. 0.057
299 0.099 0. 0.099 0.043 0. 0.043 0.056 0. 0.056
300 0.101 0. 0.101 0.044 0. 0.044 0.057 0. 0.057
301 0.1 0. 0.1 0.043 0. 0.043 0.057 0. 0.057
302 0.102 0. 0.102 0.044 0. 0.044 0.058 0. 0.058
303 0.13 0. 0.13 0.068 0. 0.068 0.061 0. 0.061
304 0.13 0.003 0.126 0.064 0. 0.064 0.065 0.003 0.061
305 0.119 0. 0.119 0.053 0. 0.053 0.065 0. 0.065
306 0.104 0. 0.104 0.045 0. 0.045 0.059 0. 0.059
307 0.105 0. 0.105 0.045 0. 0.045 0.059 0. 0.059
308 0.105 0. 0.105 0.045 0. 0.045 0.059 0. 0.059
309 0.11 0. 0.11 0.046 0. 0.046 0.063 0. 0.063
310 0.119 0. 0.118 0.057 0. 0.057 0.061 0. 0.061
311 0.141 0. 0.141 0.069 0. 0.069 0.071 0. 0.071
312 0.134 0. 0.134 0.063 0. 0.063 0.071 0. 0.071
313 0.116 0. 0.116 0.051 0. 0.051 0.065 0. 0.065
314 0.11 0. 0.11 0.047 0. 0.047 0.062 0. 0.062
315 0.111 0. 0.111 0.048 0. 0.048 0.062 0. 0.062
316 0.114 0. 0.114 0.049 0. 0.049 0.064 0. 0.064
317 0.113 0. 0.113 0.049 0. 0.049 0.064 0. 0.064
318 0.144 0. 0.144 0.079 0. 0.079 0.064 0. 0.064
319 0.143 0. 0.143 0.069 0. 0.069 0.073 0. 0.073
320 0.128 0. 0.128 0.056 0. 0.056 0.072 0. 0.072
321 0.115 0. 0.115 0.049 0. 0.049 0.065 0. 0.065
322 0.115 0. 0.115 0.05 0. 0.05 0.065 0. 0.065
323 0.115 0. 0.115 0.049 0. 0.049 0.065 0. 0.065
324 0.117 0. 0.117 0.051 0. 0.051 0.066 0. 0.066
325 0.153 0. 0.153 0.078 0. 0.078 0.074 0. 0.074
326 0.149 0. 0.149 0.072 0. 0.072 0.077 0. 0.077
327 0.125 0. 0.125 0.052 0. 0.052 0.072 0. 0.072
328 0.119 0. 0.119 0.051 0. 0.051 0.068 0. 0.068
329 0.121 0. 0.121 0.052 0. 0.052 0.069 0. 0.069
330 0.12 0. 0.12 0.052 0. 0.052 0.068 0. 0.068
331 0.133 0. 0.133 0.063 0. 0.063 0.069 0. 0.069
332 0.161 0. 0.161 0.079 0. 0.079 0.081 0. 0.081
333 0.147 0. 0.147 0.066 0. 0.066 0.08 0. 0.08
334 0.124 0. 0.124 0.047 0. 0.047 0.076 0. 0.076
335 0.125 0. 0.125 0.053 0. 0.053 0.072 0. 0.072
336 0.126 0. 0.126 0.053 0. 0.053 0.072 0. 0.072
337 0.129 0. 0.129 0.055 0. 0.055 0.073 0. 0.073
338 0.141 0. 0.141 0.067 0. 0.067 0.073 0. 0.073
339 0.167 0. 0.167 0.079 0. 0.079 0.088 0. 0.088
340 0.15 0. 0.15 0.068 0. 0.068 0.082 0. 0.082
341 0.131 0. 0.131 0.056 0. 0.056 0.075 0. 0.075
342 0.13 0. 0.13 0.055 0. 0.055 0.075 0. 0.075
343 0.131 0. 0.131 0.056 0. 0.056 0.074 0. 0.074
344 0.142 0. 0.142 0.066 0. 0.066 0.076 0. 0.076
345 0.172 0. 0.172 0.083 0. 0.083 0.089 0. 0.089
346 0.157 0. 0.157 0.07 0. 0.07 0.086 0. 0.086
347 0.138 0. 0.138 0.057 0. 0.057 0.08 0. 0.08
348 0.134 0. 0.134 0.058 0. 0.058 0.076 0. 0.076
349 0.135 0. 0.135 0.058 0. 0.058 0.076 0. 0.076
350 0.15 0. 0.15 0.072 0. 0.072 0.078 0. 0.078
351 0.179 0. 0.179 0.086 0. 0.086 0.093 0. 0.093
352 0.161 0. 0.161 0.072 0. 0.072 0.089 0. 0.089
353 0.137 0. 0.137 0.059 0. 0.059 0.077 0. 0.077
354 0.139 0. 0.139 0.059 0. 0.059 0.079 0. 0.079
355 0.141 0. 0.141 0.061 0. 0.061 0.08 0. 0.08
356 0.155 0. 0.155 0.074 0. 0.074 0.08 0. 0.08
357 0.184 0. 0.184 0.086 0. 0.086 0.098 0. 0.098
358 0.161 0. 0.161 0.07 0. 0.07 0.09 0. 0.09
359 0.144 0. 0.144 0.061 0. 0.061 0.083 0. 0.083
360 0.143 0. 0.143 0.06 0. 0.06 0.082 0. 0.082
361 0.146 0. 0.146 0.062 0. 0.062 0.083 0. 0.083
362 0.182 0. 0.182 0.093 0. 0.093 0.089 0. 0.089
363 0.175 0. 0.175 0.079 0. 0.079 0.095 0. 0.095
364 0.151 0. 0.151 0.063 0. 0.063 0.087 0. 0.087
365 0.147 0. 0.147 0.063 0. 0.063 0.084 0. 0.084
366 0.148 0. 0.148 0.063 0. 0.063 0.084 0. 0.084
367 0.162 0. 0.162 0.077 0. 0.077 0.084 0. 0.084
368 0.19 0. 0.19 0.089 0. 0.089 0.1 0. 0.1
369 0.164 0. 0.164 0.071 0. 0.071 0.093 0. 0.093
370 0.15 0. 0.15 0.064 0. 0.064 0.085 0. 0.085
371 0.151 0. 0.151 0.065 0. 0.065 0.086 0. 0.086
372 0.161 0. 0.161 0.074 0. 0.074 0.087 0. 0.087
373 0.2 0.004 0.196 0.094 0.003 0.09 0.106 0. 0.106
374 0.177 0.003 0.173 0.077 0.003 0.073 0.099 0. 0.099
375 0.154 0. 0.154 0.066 0. 0.066 0.088 0. 0.088
376 0.156 0. 0.156 0.066 0. 0.066 0.089 0. 0.089
377 0.157 0. 0.157 0.068 0. 0.068 0.088 0. 0.088
378 0.208 0. 0.208 0.097 0. 0.097 0.11 0. 0.11
379 0.187 0. 0.187 0.083 0. 0.083 0.104 0. 0.104
380 0.158 0. 0.158 0.067 0. 0.067 0.09 0. 0.09
381 0.158 0. 0.158 0.067 0. 0.067 0.09 0. 0.09
382 0.163 0. 0.163 0.071 0. 0.071 0.091 0. 0.091
383 0.211 0. 0.211 0.099 0. 0.099 0.111 0. 0.111
384 0.19 0. 0.19 0.084 0. 0.084 0.105 0. 0.105
385 0.164 0. 0.164 0.071 0. 0.071 0.092 0. 0.092
386 0.164 0. 0.164 0.07 0. 0.07 0.094 0. 0.094
387 0.175 0. 0.175 0.08 0. 0.08 0.094 0. 0.094
388 0.212 0. 0.212 0.097 0. 0.097 0.113 0. 0.113
389 0.183 0. 0.183 0.079 0. 0.079 0.103 0. 0.103
390 0.167 0. 0.167 0.071 0. 0.071 0.096 0. 0.096
391 0.168 0. 0.168 0.072 0. 0.072 0.096 0. 0.096
392 0.19 0. 0.19 0.091 0. 0.091 0.098 0. 0.098
393 0.214 0. 0.214 0.097 0. 0.097 0.116 0. 0.116
394 0.174 0. 0.174 0.069 0. 0.069 0.105 0. 0.105
395 0.17 0. 0.17 0.071 0. 0.071 0.098 0. 0.098
396 0.172 0. 0.172 0.074 0. 0.074 0.098 0. 0.098
397 0.192 0. 0.192 0.091 0. 0.091 0.1 0. 0.1
398 0.216 0.003 0.212 0.098 0.003 0.094 0.117 0. 0.117
399 0.179 0. 0.179 0.068 0. 0.068 0.111 0. 0.111
