param-a-n param-fact-n beta-iota-fast-real beta-iota-fast-sys beta-iota-fast-user beta-iota-slow-real beta-iota-slow-sys beta-iota-slow-user unify-beta-iota-fast-real unify-beta-iota-fast-sys unify-beta-iota-fast-user unify-beta-iota-slow-real unify-beta-iota-slow-sys unify-beta-iota-slow-user
18700 8 0.022 0. 0.022 0.021 0. 0.021 0.024 0. 0.024 0.025 0. 0.025
18800 8 0.022 0. 0.022 0.021 0. 0.021 0.024 0. 0.024 0.025 0. 0.025
18900 8 0.022 0. 0.022 0.021 0. 0.021 0.026 0. 0.026 0.025 0. 0.025
19000 8 0.021 0. 0.021 0.021 0. 0.021 0.028 0. 0.028 0.025 0. 0.025
19100 8 0.022 0. 0.022 0.021 0. 0.021 0.028 0. 0.028 0.026 0. 0.026
19200 8 0.022 0. 0.022 0.021 0. 0.021 0.028 0. 0.027 0.026 0. 0.026
19300 8 0.022 0. 0.022 0.022 0. 0.022 0.027 0. 0.027 0.026 0. 0.026
19400 8 0.022 0. 0.022 0.022 0. 0.022 0.026 0. 0.026 0.026 0. 0.026
19500 8 0.022 0. 0.022 0.022 0. 0.022 0.026 0. 0.026 0.027 0. 0.027
19600 8 0.022 0. 0.022 0.022 0. 0.022 0.026 0. 0.026 0.028 0. 0.028
19700 8 0.021 0. 0.021 0.022 0. 0.022 0.025 0. 0.025 0.029 0. 0.029
19800 8 0.022 0. 0.022 0.023 0. 0.023 0.026 0. 0.026 0.029 0. 0.029
19900 8 0.022 0. 0.022 0.023 0. 0.023 0.028 0. 0.028 0.027 0. 0.027
20000 8 0.022 0. 0.022 0.023 0. 0.023 0.028 0. 0.028 0.027 0. 0.027
