param-n abstract+autorewrite-regression-quadratic-real abstract+autorewrite-regression-quadratic-sys abstract+autorewrite-regression-quadratic-user abstract+rewrite!-regression-quadratic-real abstract+rewrite!-regression-quadratic-sys abstract+rewrite!-regression-quadratic-user autorewrite-noop-regression-linear-real autorewrite-noop-regression-linear-sys autorewrite-noop-regression-linear-user autorewrite-regression-quadratic-real autorewrite-regression-quadratic-sys autorewrite-regression-quadratic-user close-abstract+autorewrite-regression-quadratic-real close-abstract+autorewrite-regression-quadratic-sys close-abstract+autorewrite-regression-quadratic-user close-abstract+rewrite!-regression-quadratic-real close-abstract+rewrite!-regression-quadratic-sys close-abstract+rewrite!-regression-quadratic-user rewrite!-regression-quadratic-real rewrite!-regression-quadratic-sys rewrite!-regression-quadratic-user rewrite?-noop-regression-linear-real rewrite?-noop-regression-linear-sys rewrite?-noop-regression-linear-user
27 0.017 0. 0.017 0.016 0. 0.016 0. 0. 0. 0.01 0. 0.01 0.005 0. 0.005 0.005 0. 0.005 0.01 0. 0.01 0. 0. 0.
28 0.018 0. 0.018 0.017 0. 0.017 0. 0. 0. 0.01 0. 0.01 0.006 0. 0.006 0.006 0. 0.006 0.01 0. 0.01 0. 0. 0.
29 0.021 0. 0.021 0.02 0. 0.02 0. 0. 0. 0.014 0. 0.014 0.006 0. 0.006 0.008 0. 0.008 0.011 0. 0.011 0. 0. 0.
30 0.02 0. 0.02 0.02 0. 0.02 0. 0. 0. 0.012 0. 0.012 0.007 0. 0.007 0.007 0. 0.007 0.012 0. 0.012 0. 0. 0.
31 0.022 0. 0.022 0.021 0. 0.021 0.001 0. 0.001 0.012 0. 0.012 0.007 0. 0.007 0.007 0. 0.007 0.012 0. 0.012 0. 0. 0.
32 0.022 0. 0.022 0.023 0. 0.023 0. 0. 0. 0.013 0. 0.013 0.008 0. 0.008 0.008 0. 0.008 0.014 0. 0.014 0. 0. 0.
33 0.026 0. 0.026 0.023 0. 0.023 0. 0. 0. 0.014 0. 0.014 0.011 0. 0.011 0.008 0. 0.008 0.014 0. 0.014 0. 0. 0.
34 0.024 0. 0.024 0.026 0. 0.026 0. 0. 0. 0.014 0. 0.014 0.009 0. 0.009 0.009 0. 0.009 0.016 0. 0.016 0. 0. 0.
35 0.027 0. 0.027 0.026 0. 0.026 0. 0. 0. 0.017 0. 0.017 0.009 0. 0.009 0.009 0. 0.009 0.015 0. 0.015 0. 0. 0.
36 0.028 0. 0.028 0.028 0. 0.028 0. 0. 0. 0.016 0. 0.016 0.01 0. 0.01 0.01 0. 0.01 0.016 0. 0.016 0. 0. 0.
37 0.032 0. 0.032 0.03 0. 0.03 0. 0. 0. 0.02 0. 0.02 0.011 0. 0.011 0.012 0. 0.012 0.017 0. 0.017 0. 0. 0.
38 0.031 0. 0.031 0.03 0. 0.03 0. 0. 0. 0.018 0. 0.018 0.012 0. 0.012 0.011 0. 0.011 0.017 0. 0.017 0. 0. 0.
39 0.032 0. 0.032 0.032 0.003 0.029 0. 0. 0. 0.018 0. 0.018 0.012 0. 0.012 0.011 0. 0.011 0.02 0.002 0.017 0. 0. 0.
40 0.034 0. 0.034 0.035 0. 0.035 0. 0. 0. 0.02 0. 0.02 0.012 0. 0.012 0.015 0. 0.015 0.019 0. 0.019 0. 0. 0.
41 0.035 0. 0.035 0.035 0. 0.034 0. 0. 0. 0.02 0. 0.02 0.014 0. 0.014 0.013 0. 0.013 0.02 0. 0.02 0. 0. 0.
42 0.037 0. 0.037 0.037 0. 0.037 0. 0. 0. 0.022 0. 0.022 0.014 0. 0.014 0.014 0. 0.014 0.022 0. 0.022 0. 0. 0.
43 0.04 0. 0.04 0.04 0. 0.04 0. 0. 0. 0.024 0. 0.024 0.014 0. 0.014 0.014 0. 0.014 0.024 0. 0.024 0. 0. 0.
44 0.04 0. 0.04 0.04 0. 0.04 0. 0. 0. 0.024 0. 0.024 0.015 0. 0.015 0.015 0. 0.015 0.023 0. 0.023 0. 0. 0.
45 0.042 0. 0.042 0.044 0. 0.044 0. 0. 0. 0.025 0. 0.025 0.016 0. 0.016 0.018 0. 0.018 0.025 0. 0.025 0. 0. 0.
46 0.044 0. 0.044 0.043 0. 0.043 0.002 0. 0.002 0.025 0. 0.025 0.015 0. 0.015 0.017 0. 0.017 0.025 0. 0.025 0. 0. 0.
47 0.057 0. 0.047 0.046 0. 0.046 0. 0. 0. 0.036 0. 0.026 0.02 0. 0.02 0.018 0. 0.018 0.027 0. 0.027 0. 0. 0.
48 0.047 0. 0.047 0.048 0. 0.048 0. 0. 0. 0.027 0. 0.027 0.019 0. 0.019 0.018 0. 0.018 0.028 0. 0.028 0. 0. 0.
49 0.05 0. 0.05 0.049 0. 0.049 0. 0. 0. 0.028 0. 0.028 0.021 0. 0.021 0.019 0. 0.019 0.029 0. 0.029 0. 0. 0.
50 0.115 0.02 0.095 0.115 0.02 0.094 0. 0. 0. 0.096 0.02 0.076 0.017 0. 0.017 0.017 0. 0.017 0.096 0.02 0.076 0. 0. 0.
51 0.052 0. 0.052 0.053 0. 0.053 0. 0. 0. 0.03 0. 0.03 0.02 0. 0.02 0.021 0. 0.021 0.031 0. 0.031 0. 0. 0.
52 0.056 0. 0.056 0.055 0. 0.055 0. 0. 0. 0.033 0. 0.033 0.021 0. 0.021 0.021 0. 0.021 0.032 0. 0.032 0. 0. 0.
53 0.056 0. 0.056 0.057 0. 0.057 0. 0. 0. 0.034 0. 0.034 0.021 0. 0.021 0.023 0. 0.023 0.032 0. 0.032 0. 0. 0.
54 0.06 0. 0.06 0.059 0.003 0.055 0. 0. 0. 0.036 0. 0.036 0.023 0. 0.023 0.023 0. 0.023 0.035 0.003 0.031 0. 0. 0.
55 0.061 0. 0.061 0.061 0. 0.061 0. 0. 0. 0.035 0. 0.035 0.024 0. 0.024 0.023 0. 0.023 0.036 0. 0.036 0. 0. 0.
56 0.061 0. 0.061 0.066 0. 0.066 0. 0. 0. 0.035 0. 0.035 0.024 0. 0.024 0.025 0. 0.025 0.039 0. 0.039 0. 0. 0.
57 0.067 0. 0.067 0.066 0. 0.066 0. 0. 0. 0.039 0. 0.039 0.026 0. 0.026 0.027 0. 0.027 0.037 0. 0.037 0. 0. 0.
58 0.068 0. 0.068 0.067 0. 0.067 0. 0. 0. 0.039 0. 0.039 0.027 0. 0.027 0.025 0. 0.025 0.041 0. 0.041 0. 0. 0.
59 0.069 0. 0.069 0.073 0. 0.073 0. 0. 0. 0.042 0. 0.042 0.025 0. 0.025 0.029 0. 0.029 0.043 0. 0.043 0. 0. 0.
60 0.075 0. 0.075 0.073 0. 0.073 0. 0. 0. 0.044 0. 0.044 0.029 0. 0.029 0.028 0. 0.028 0.043 0. 0.043 0. 0. 0.
61 0.073 0. 0.073 0.075 0. 0.075 0. 0. 0. 0.042 0. 0.042 0.029 0. 0.029 0.03 0. 0.03 0.043 0. 0.043 0. 0. 0.
62 0.077 0. 0.077 0.076 0. 0.076 0. 0. 0. 0.044 0. 0.044 0.031 0. 0.031 0.028 0. 0.028 0.046 0. 0.046 0. 0. 0.
63 0.078 0. 0.077 0.082 0. 0.082 0. 0. 0. 0.047 0. 0.047 0.029 0. 0.029 0.032 0. 0.032 0.048 0. 0.048 0. 0. 0.
64 0.083 0. 0.083 0.083 0. 0.083 0. 0. 0. 0.049 0. 0.049 0.032 0. 0.032 0.033 0. 0.033 0.048 0. 0.048 0. 0. 0.
65 0.086 0. 0.086 0.083 0. 0.083 0. 0. 0. 0.049 0. 0.049 0.034 0. 0.034 0.033 0. 0.033 0.048 0. 0.048 0. 0. 0.
66 0.087 0. 0.087 0.087 0. 0.087 0. 0. 0. 0.051 0. 0.051 0.035 0. 0.035 0.035 0. 0.035 0.05 0. 0.05 0. 0. 0.
67 0.088 0. 0.088 0.091 0. 0.091 0. 0. 0. 0.051 0. 0.051 0.035 0. 0.035 0.036 0. 0.036 0.052 0. 0.052 0. 0. 0.
68 0.092 0. 0.092 0.094 0. 0.094 0. 0. 0. 0.054 0. 0.054 0.036 0. 0.036 0.038 0. 0.038 0.054 0. 0.054 0. 0. 0.
69 0.094 0. 0.094 0.096 0. 0.096 0. 0. 0. 0.054 0. 0.054 0.038 0. 0.038 0.039 0. 0.039 0.056 0. 0.056 0. 0. 0.
70 0.097 0. 0.097 0.1 0. 0.1 0. 0. 0. 0.055 0. 0.055 0.039 0. 0.039 0.04 0. 0.04 0.058 0. 0.058 0. 0. 0.
71 0.1 0. 0.1 0.102 0. 0.102 0. 0. 0. 0.057 0. 0.057 0.041 0. 0.041 0.041 0. 0.041 0.059 0. 0.059 0. 0. 0.
72 0.103 0. 0.103 0.105 0.003 0.101 0.002 0. 0.002 0.058 0. 0.058 0.04 0. 0.04 0.042 0. 0.042 0.06 0.003 0.057 0. 0. 0.
73 0.106 0. 0.106 0.108 0. 0.108 0. 0. 0. 0.062 0. 0.062 0.042 0. 0.042 0.043 0. 0.043 0.063 0. 0.063 0. 0. 0.
74 0.109 0. 0.109 0.111 0. 0.111 0. 0. 0. 0.063 0. 0.063 0.044 0. 0.044 0.045 0. 0.045 0.064 0. 0.064 0. 0. 0.
75 0.112 0. 0.112 0.113 0. 0.113 0. 0. 0. 0.063 0. 0.063 0.047 0. 0.047 0.044 0. 0.044 0.067 0. 0.067 0. 0. 0.
76 0.115 0. 0.115 0.116 0. 0.116 0. 0. 0. 0.067 0. 0.067 0.046 0. 0.046 0.047 0. 0.047 0.066 0. 0.066 0. 0. 0.
77 0.122 0. 0.122 0.118 0. 0.118 0. 0. 0. 0.072 0. 0.072 0.048 0. 0.048 0.047 0. 0.047 0.069 0. 0.069 0. 0. 0.
78 0.121 0. 0.121 0.128 0. 0.128 0. 0. 0. 0.07 0. 0.07 0.049 0. 0.049 0.05 0. 0.05 0.076 0. 0.076 0. 0. 0.
79 0.123 0. 0.123 0.126 0. 0.126 0. 0. 0. 0.073 0. 0.073 0.048 0. 0.048 0.05 0. 0.05 0.073 0. 0.073 0. 0. 0.
80 0.126 0. 0.126 0.128 0. 0.128 0. 0. 0. 0.072 0. 0.072 0.051 0. 0.051 0.05 0. 0.05 0.076 0. 0.076 0. 0. 0.
81 0.135 0. 0.135 0.129 0. 0.129 0. 0. 0. 0.08 0. 0.08 0.053 0. 0.053 0.052 0. 0.052 0.075 0. 0.075 0. 0. 0.
82 0.136 0. 0.136 0.141 0. 0.141 0. 0. 0. 0.077 0. 0.077 0.056 0. 0.056 0.055 0. 0.055 0.083 0. 0.083 0. 0. 0.
83 0.135 0. 0.135 0.139 0. 0.139 0. 0. 0. 0.078 0. 0.078 0.055 0. 0.055 0.054 0. 0.054 0.083 0. 0.083 0. 0. 0.
84 0.145 0. 0.145 0.146 0. 0.146 0. 0. 0. 0.085 0. 0.085 0.058 0. 0.058 0.058 0. 0.058 0.086 0. 0.086 0. 0. 0.
85 0.144 0. 0.144 0.147 0. 0.147 0. 0. 0. 0.084 0. 0.084 0.058 0. 0.058 0.06 0. 0.06 0.084 0. 0.084 0. 0. 0.
86 0.153 0. 0.153 0.146 0.003 0.142 0.001 0. 0.001 0.09 0. 0.09 0.061 0. 0.061 0.058 0.003 0.054 0.085 0. 0.085 0.001 0. 0.001
87 0.151 0. 0.151 0.155 0. 0.155 0.001 0. 0.001 0.089 0. 0.089 0.059 0. 0.059 0.061 0. 0.061 0.092 0. 0.092 0.001 0. 0.001
88 0.149 0. 0.149 0.151 0. 0.151 0.001 0. 0.001 0.091 0. 0.091 0.056 0. 0.056 0.06 0. 0.06 0.088 0. 0.088 0.001 0. 0.001
89 0.153 0. 0.153 0.154 0. 0.154 0.001 0. 0.001 0.091 0. 0.091 0.059 0. 0.059 0.057 0. 0.057 0.094 0. 0.094 0.001 0. 0.001
90 0.155 0. 0.155 0.157 0.003 0.153 0.001 0. 0.001 0.095 0. 0.095 0.058 0. 0.058 0.058 0. 0.058 0.096 0.003 0.093 0.001 0. 0.001
91 0.159 0. 0.159 0.16 0.004 0.156 0.001 0. 0.001 0.093 0. 0.093 0.063 0. 0.063 0.061 0.004 0.057 0.096 0. 0.096 0.001 0. 0.001
92 0.163 0. 0.163 0.165 0.003 0.161 0.001 0. 0.001 0.098 0. 0.098 0.063 0. 0.063 0.063 0. 0.063 0.1 0.003 0.096 0.001 0. 0.001
93 0.166 0. 0.166 0.167 0. 0.167 0.001 0. 0.001 0.101 0. 0.101 0.063 0. 0.063 0.063 0. 0.063 0.102 0. 0.102 0.001 0. 0.001
94 0.169 0. 0.169 0.169 0. 0.169 0.001 0. 0.001 0.104 0. 0.104 0.063 0. 0.063 0.065 0. 0.065 0.102 0. 0.102 0.001 0. 0.001
95 0.172 0. 0.172 0.177 0.003 0.173 0.001 0. 0.001 0.103 0. 0.103 0.066 0. 0.066 0.066 0.003 0.062 0.106 0. 0.106 0.001 0. 0.001
96 0.178 0. 0.178 0.179 0. 0.178 0.001 0. 0.001 0.108 0. 0.108 0.067 0. 0.067 0.066 0. 0.066 0.108 0. 0.108 0.002 0. 0.002
97 0.181 0.003 0.177 0.181 0. 0.181 0.001 0. 0.001 0.111 0. 0.111 0.068 0.003 0.064 0.068 0. 0.068 0.11 0. 0.11 0.001 0. 0.001
98 0.185 0. 0.185 0.185 0. 0.185 0.001 0. 0.001 0.111 0. 0.111 0.071 0. 0.071 0.069 0. 0.069 0.113 0. 0.113 0.001 0. 0.001
99 0.181 0. 0.181 0.188 0. 0.188 0.001 0. 0.001 0.107 0. 0.107 0.072 0. 0.072 0.07 0. 0.07 0.116 0. 0.116 0.001 0. 0.001
100 0.192 0. 0.192 0.194 0. 0.194 0.001 0. 0.001 0.115 0. 0.115 0.075 0. 0.075 0.076 0. 0.076 0.116 0. 0.116 0.001 0. 0.001
110 0.227 0. 0.224 0.234 0. 0.234 0.001 0. 0.001 0.133 0. 0.133 0.091 0. 0.089 0.089 0. 0.089 0.142 0. 0.142 0.001 0. 0.001
120 0.274 0. 0.274 0.276 0. 0.276 0.001 0. 0.001 0.169 0. 0.169 0.101 0. 0.101 0.099 0. 0.099 0.174 0. 0.174 0.001 0. 0.001
130 0.332 0. 0.332 0.336 0.003 0.332 0.001 0. 0.001 0.198 0. 0.198 0.13 0. 0.13 0.132 0.003 0.128 0.201 0. 0.201 0.001 0. 0.001
140 0.398 0.003 0.394 0.402 0. 0.402 0.001 0. 0.001 0.243 0.003 0.239 0.151 0. 0.151 0.152 0. 0.152 0.247 0. 0.247 0.001 0. 0.001
150 0.438 0.003 0.434 0.451 0. 0.444 0.001 0. 0.001 0.272 0. 0.272 0.163 0.003 0.16 0.165 0. 0.165 0.282 0. 0.276 0.001 0. 0.001
160 0.512 0. 0.512 0.523 0.007 0.515 0.002 0. 0.002 0.313 0. 0.313 0.194 0. 0.194 0.196 0. 0.196 0.323 0.007 0.315 0.002 0. 0.002
170 0.579 0. 0.579 0.586 0. 0.586 0.002 0. 0.002 0.357 0. 0.357 0.218 0. 0.218 0.218 0. 0.218 0.364 0. 0.364 0.002 0. 0.002
180 0.633 0.003 0.629 0.644 0. 0.644 0.005 0. 0.005 0.404 0.003 0.4 0.222 0. 0.222 0.228 0. 0.228 0.413 0. 0.413 0.002 0. 0.002
190 0.691 0.003 0.687 0.694 0.003 0.69 0.002 0. 0.002 0.439 0. 0.439 0.248 0.003 0.244 0.246 0.003 0.242 0.444 0. 0.444 0.002 0. 0.002
200 0.776 0.004 0.772 0.787 0. 0.786 0.002 0. 0.002 0.49 0. 0.49 0.282 0.004 0.278 0.286 0. 0.286 0.497 0. 0.496 0.002 0. 0.002
210 0.847 0. 0.847 0.854 0.003 0.85 0.003 0. 0.003 0.542 0. 0.542 0.3 0. 0.3 0.298 0.003 0.294 0.551 0. 0.551 0.003 0. 0.003
220 0.924 0.003 0.92 0.937 0. 0.937 0.003 0. 0.003 0.595 0. 0.595 0.324 0.003 0.32 0.328 0. 0.328 0.604 0. 0.604 0.003 0. 0.003
230 1.068 0. 1.068 1.075 0. 1.075 0.003 0. 0.003 0.668 0. 0.668 0.395 0. 0.395 0.4 0. 0.4 0.669 0. 0.669 0.003 0. 0.003
240 1.19 0. 1.19 1.191 0. 1.191 0.003 0. 0.003 0.751 0. 0.751 0.433 0. 0.433 0.431 0. 0.431 0.754 0. 0.754 0.003 0. 0.003
250 1.184 0.003 1.18 1.21 0.003 1.205 0.003 0. 0.003 0.779 0.003 0.776 0.4 0. 0.4 0.405 0. 0.405 0.797 0.003 0.793 0.006 0. 0.006
260 1.339 0.011 1.327 1.355 0. 1.355 0.004 0. 0.004 0.871 0.011 0.858 0.462 0. 0.462 0.456 0. 0.456 0.892 0. 0.892 0.004 0. 0.004
270 1.452 0.004 1.448 1.454 0.007 1.446 0.006 0. 0.006 0.941 0.004 0.937 0.502 0. 0.502 0.489 0. 0.489 0.959 0.007 0.951 0.004 0. 0.004
280 1.611 0. 1.611 1.599 0.003 1.595 0.004 0. 0.004 1.017 0. 1.017 0.587 0. 0.587 0.566 0.003 0.562 1.026 0. 1.026 0.004 0. 0.004
290 1.741 0. 1.741 1.771 0. 1.771 0.005 0. 0.005 1.131 0. 1.131 0.603 0. 0.603 0.621 0. 0.621 1.143 0. 1.142 0.004 0. 0.004
300 1.755 0.004 1.751 1.777 0.007 1.767 0.005 0. 0.005 1.148 0.004 1.144 0.6 0. 0.6 0.604 0.004 0.599 1.164 0.003 1.159 0.007 0. 0.007
310 1.947 0. 1.946 1.951 0. 1.951 0.005 0. 0.005 1.279 0. 1.279 0.659 0. 0.659 0.649 0. 0.649 1.294 0. 1.294 0.005 0. 0.005
320 2.111 0. 2.111 2.122 0.003 2.117 0.005 0. 0.005 1.365 0. 1.365 0.738 0. 0.738 0.729 0. 0.728 1.385 0.003 1.381 0.005 0. 0.005
330 2.343 0. 2.343 2.357 0. 2.357 0.006 0. 0.006 1.521 0. 1.521 0.814 0. 0.814 0.807 0. 0.807 1.542 0. 1.542 0.006 0. 0.006
340 2.4 0.004 2.396 2.405 0.019 2.385 0.006 0. 0.006 1.588 0. 1.588 0.803 0.003 0.799 0.794 0. 0.794 1.603 0.019 1.583 0.006 0. 0.006
350 2.458 0.015 2.442 2.498 0.008 2.487 0.006 0. 0.006 1.673 0.003 1.669 0.778 0.012 0.765 0.788 0. 0.787 1.702 0.007 1.692 0.006 0. 0.006
360 2.778 0. 2.778 2.81 0.003 2.806 0.009 0. 0.009 1.794 0. 1.794 0.973 0. 0.972 0.986 0. 0.986 1.815 0.003 1.811 0.007 0. 0.007
370 2.939 0. 2.937 2.928 0. 2.927 0.007 0. 0.007 1.966 0. 1.963 0.964 0. 0.964 0.941 0. 0.94 1.976 0. 1.976 0.009 0. 0.009
380 3.051 0. 3.051 3.094 0. 3.094 0.007 0. 0.007 2.04 0. 2.039 1.002 0. 1.002 1.032 0. 1.032 2.051 0. 2.051 0.007 0. 0.007
390 3.27 0. 3.27 3.255 0.003 3.251 0.009 0. 0.009 2.202 0. 2.202 1.056 0. 1.056 1.015 0. 1.015 2.229 0.003 2.225 0.009 0. 0.009
400 3.286 0.016 3.27 3.307 0.007 3.296 0.008 0. 0.008 2.215 0.008 2.207 1.062 0.007 1.054 1.048 0.004 1.043 2.249 0.003 2.243 0.008 0. 0.008
